Player1,Player2,Result,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
Kr.Pliskova,J.Cepelova,0,69,16,31,6,6,1,20,29,8,3,12,7,0,4,1,0,0,0,62,24,38,12,2,2,18,15,10,6,8,6,0,6,6,0,0,0
R.Vinci,C.Scheepers,1,57,24,43,14,4,3,23,6,7,5,20,14,0,6,6,0,0,0,52,10,48,7,0,3,16,20,10,1,19,13,0,2,1,0,0,0
Ka.Pliskova,N.Petrova,1,73,33,27,4,13,1,32,6,7,3,5,4,0,6,6,0,0,0,60,20,40,8,6,0,17,11,1,0,9,4,0,3,2,0,0,0
A.Tatishvili,P.Martic,0,67,31,33,13,0,5,19,22,11,3,14,7,0,1,6,3,0,0,59,32,41,14,10,6,29,19,11,5,15,9,0,6,1,6,0,0
B.Zahlavova Strycova,M.Rybarikova,1,62,37,38,14,6,3,35,42,22,8,34,23,0,5,6,6,0,0,64,29,36,16,1,1,31,55,8,3,48,25,0,7,0,1,0,0
A.Pavlyuchenkova,T.Pironkova,0,57,9,43,5,1,4,14,18,1,0,14,6,0,0,1,0,0,0,60,18,40,13,5,0,19,2,9,5,7,4,0,6,6,0,0,0
M.Niculescu,M.Barthel,0,85,46,15,7,0,1,26,22,13,6,48,23,0,3,6,5,0,0,68,39,32,17,1,0,44,39,16,7,66,42,0,6,4,7,0,0
H.Watson,M.Keys,0,53,18,47,13,4,2,11,15,5,2,7,4,0,3,5,0,0,0,63,25,37,10,8,2,23,18,7,5,8,5,0,6,7,0,0,0
T.Babos,M.Johansson,0,51,25,49,15,7,8,19,47,6,4,13,6,0,6,1,3,0,0,59,32,41,17,1,7,19,38,12,7,18,12,0,4,6,6,0,0
A.Radwanska,Y.Meusburger,1,73,24,27,5,5,1,17,8,8,6,14,10,0,6,6,0,0,0,64,7,36,6,0,0,13,18,5,1,17,11,0,1,1,0,0,0
B.Mattek-Sands,A.Kerber,0,55,29,45,10,4,1,26,26,3,2,30,15,0,3,4,0,0,0,58,21,42,13,1,0,15,4,10,5,15,6,0,6,6,0,0,0
K.Kanepi,T.Moore,1,54,48,46,26,12,9,45,46,21,5,13,7,0,7,5,7,0,0,58,58,42,24,4,11,30,36,15,4,14,12,0,5,7,5,0,0
M.Burdette,U.Radwanska,0,74,38,26,10,0,4,42,54,20,8,44,30,0,6,6,2,0,0,68,39,32,15,2,2,26,18,20,9,18,11,0,7,4,6,0,0
R.Oprandi,A.Riske,0,68,34,32,12,2,1,34,22,11,4,13,3,0,7,5,1,0,0,72,50,28,10,2,7,39,35,9,6,64,42,0,6,7,3,0,0
A.Medina Garrigues,S.Peng,0,66,19,34,9,0,0,21,16,6,0,12,11,0,3,2,0,0,0,70,44,30,9,7,1,29,21,4,3,21,13,0,6,6,0,0,0
A.Morita,M.Erakovic,0,75,41,25,8,1,4,17,21,4,1,9,4,0,6,0,5,0,0,59,45,41,15,12,7,40,34,9,4,16,14,0,4,6,7,0,0
M.Duque-Marino,J.Goerges,1,64,48,36,20,4,7,19,25,11,4,13,10,0,6,6,7,0,0,62,47,38,21,3,8,30,46,4,2,29,16,0,4,7,5,0,0
M.Kirilenko,L.Robson,0,60,21,40,10,2,0,8,4,2,1,7,5,0,3,4,0,0,0,53,24,47,16,8,3,31,17,6,3,10,8,0,6,6,0,0,0
A.Schmiedlova,S.Stosur,0,65,24,35,7,2,3,7,15,2,0,4,2,0,1,3,0,0,0,65,25,35,8,5,0,25,10,10,4,26,19,0,6,6,0,0,0
O.Puchkova,A.Rus,1,69,24,31,4,0,7,17,26,10,7,4,3,0,6,6,0,0,0,56,19,44,15,0,7,19,48,5,4,9,6,0,4,2,0,0,0
E.Vesnina,A.Hlavackova,1,73,29,27,7,1,1,21,16,9,6,14,8,0,6,7,0,0,0,79,25,21,6,2,2,19,26,6,3,14,8,0,2,5,0,0,0
S.Lisicki,F.Schiavone,1,60,27,40,11,5,4,25,17,8,4,13,11,0,6,6,0,0,0,54,15,46,11,1,3,6,8,3,0,16,9,0,1,2,0,0,0
A.Cadantu,T.Paszek,1,71,29,29,8,2,3,17,22,8,5,8,4,0,6,7,0,0,0,66,19,34,6,1,6,20,40,5,2,9,8,0,2,5,0,0,0
K.Date-Krumm,C.Witthoeft,1,65,17,35,10,1,0,17,8,8,6,20,16,0,6,6,0,0,0,41,6,59,7,0,4,2,10,2,1,1,0,0,0,2,0,0,0
C.Garcia,J.Zheng,1,64,33,36,11,4,0,22,20,4,2,16,8,0,6,6,0,0,0,70,25,30,10,1,2,13,14,2,0,9,6,0,3,4,0,0,0
S.Williams,M.Minella,1,73,23,27,7,7,1,25,11,6,5,13,9,0,6,6,0,0,0,48,12,52,12,1,1,5,6,1,1,7,3,0,1,3,0,0,0
A.Cornet,S-W.Hsieh,1,64,29,36,14,2,1,20,10,9,4,15,10,0,6,6,0,0,0,53,14,47,9,0,2,13,16,8,1,15,10,0,3,2,0,0,0
B.Jovanovski,K.Flipkens,0,59,24,41,15,3,1,19,17,5,1,11,8,0,4,4,0,0,0,58,27,42,14,7,1,24,9,9,3,10,8,0,6,6,0,0,0
J.Jankovic,V.Dolonc,0,61,23,39,7,1,4,13,26,6,2,17,9,0,5,2,0,0,0,72,33,28,11,2,3,17,18,7,5,16,11,0,7,6,0,0,0
E.Bouchard,A.Ivanovic,1,54,25,46,10,0,2,14,11,7,5,6,5,0,6,6,0,0,0,51,12,49,10,5,3,18,9,5,2,12,6,0,3,3,0,0,0
C.Suarez Navarro,M.Lucic-Baroni,1,59,30,41,16,1,2,16,13,8,5,12,7,0,1,6,6,0,0,56,28,44,16,7,3,30,31,9,4,8,5,0,6,3,3,0,0
G.Muguruza,E.Makarova,0,58,37,42,21,3,6,31,31,9,2,17,12,0,2,7,4,0,0,68,49,32,16,7,2,30,14,11,5,5,4,0,6,6,6,0,0
M.Larcher De Brito,M.Sharapova,1,71,34,29,16,0,2,13,9,6,3,2,1,0,6,6,0,0,0,60,20,40,9,6,5,21,18,7,1,7,5,0,3,4,0,0,0
L.Safarova,K.Knapp,0,65,37,35,19,1,4,21,30,5,4,9,5,0,6,4,4,0,0,67,39,33,14,10,2,25,24,8,5,5,3,0,4,6,6,0,0
C.Giorgi,S.Cirstea,1,53,36,47,20,0,11,21,36,14,5,22,13,0,7,7,0,0,0,58,40,42,16,3,6,19,24,15,5,18,10,0,6,6,0,0,0
M.Bartoli,C.McHale,1,64,38,36,11,1,6,22,17,12,5,16,12,0,7,6,0,0,0,64,26,36,11,4,3,31,20,12,3,13,9,0,5,4,0,0,0
P.Cetkovska,C.Wozniacki,1,71,31,29,7,1,3,30,13,8,4,15,14,0,6,6,0,0,0,69,15,31,8,0,1,6,10,6,0,8,4,0,2,2,0,0,0
S.Stephens,A.Petkovic,1,64,48,36,19,8,4,25,39,7,6,31,14,0,7,2,8,0,0,63,38,37,22,4,2,26,30,16,7,19,13,0,6,6,6,0,0
L.Tsurenko,E.Birnerova,0,48,17,52,17,2,7,12,42,3,1,13,6,0,3,4,0,0,0,55,23,45,19,0,3,10,30,7,3,10,8,0,6,6,0,0,0
M.Puig,S.Soler-Espinosa,1,63,43,37,24,6,1,31,20,9,3,23,17,0,6,5,6,0,0,57,38,43,18,2,4,36,27,6,1,17,13,0,2,7,4,0,0
S.Halep,N.Li,0,71,28,29,8,1,1,18,6,9,3,6,6,0,2,6,0,0,0,73,29,27,7,0,4,24,14,11,6,15,13,0,6,1,6,0,0
K.Zakopalova,A.Beck,1,59,28,41,10,1,7,23,33,18,7,8,7,0,7,6,0,0,0,66,23,34,9,0,4,9,27,14,6,3,2,0,6,3,0,0,0
M.Torro-Flor,D.Cibulkova,0,61,9,39,6,1,1,10,17,0,0,6,3,0,0,1,0,0,0,44,15,56,13,0,3,13,7,9,5,6,4,0,6,6,0,0,0
R.Vinci,J.Cepelova,1,58,47,42,15,6,3,30,30,20,7,59,32,0,6,4,9,0,0,61,37,39,22,0,2,36,29,8,5,37,23,0,1,6,7,0,0
P.Martic,Ka.Pliskova,1,54,24,46,15,5,8,27,23,11,4,21,18,0,7,6,0,0,0,63,28,37,6,5,8,24,27,2,2,20,10,0,6,1,0,0,0
T.Pironkova,B.Zahlavova Strycova,1,68,37,32,10,3,2,25,18,6,2,19,16,0,7,6,0,0,0,64,28,36,15,6,0,20,12,1,0,30,16,0,5,3,0,0,0
M.Keys,M.Barthel,1,65,25,35,12,4,2,18,12,10,3,7,3,0,6,6,0,0,0,74,32,26,8,1,1,11,22,1,0,9,5,0,4,2,0,0,0
A.Radwanska,M.Johansson,1,62,23,38,12,0,1,14,7,9,5,14,10,0,6,6,0,0,0,66,24,34,6,0,6,22,29,4,1,27,18,0,1,3,0,0,0
M.Erakovic,S.Peng,1,58,35,42,15,6,5,24,14,4,2,16,11,0,7,6,0,0,0,74,30,26,9,4,1,17,16,3,0,8,4,0,6,2,0,0,0
O.Puchkova,S.Stosur,0,56,9,44,3,0,5,8,12,4,2,10,6,0,2,2,0,0,0,69,20,31,11,3,2,22,10,6,6,12,12,0,6,6,0,0,0
S.Lisicki,E.Vesnina,1,65,28,35,10,4,1,24,10,6,5,10,8,0,6,6,0,0,0,74,14,26,4,2,2,10,17,4,1,15,5,0,3,1,0,0,0
K.Date-Krumm,A.Cadantu,1,79,32,21,8,1,3,17,21,7,5,25,20,0,6,7,0,0,0,79,30,21,7,0,3,15,10,6,3,11,9,0,4,5,0,0,0
S.Williams,C.Garcia,1,71,25,29,8,9,0,30,9,9,4,11,6,0,6,6,0,0,0,75,24,25,9,3,1,15,5,0,0,14,8,0,3,2,0,0,0
A.Cornet,F.Pennetta,0,56,28,44,19,2,5,24,22,8,5,20,13,0,6,6,2,0,0,56,30,44,16,0,2,23,19,5,4,30,22,0,0,7,6,0,0
V.Dolonc,K.Flipkens,0,65,11,35,8,0,2,14,18,8,4,28,15,0,4,2,0,0,0,63,27,37,8,8,2,29,14,13,7,24,14,0,6,6,0,0,0
C.Suarez Navarro,E.Bouchard,1,66,31,34,13,1,2,25,17,15,6,14,9,0,7,6,0,0,0,56,25,44,15,2,2,24,32,9,3,13,10,0,5,2,0,0,0
P.Kvitova,E.Makarova,0,63,30,37,8,2,4,26,19,8,3,10,8,0,6,2,1,0,0,75,35,25,8,4,1,18,5,11,4,5,4,0,3,6,2,0,0
K.Knapp,M.Larcher De Brito,1,57,32,43,13,14,5,27,17,10,4,7,5,0,7,6,0,0,0,71,28,29,9,0,3,10,14,5,1,4,2,0,5,2,0,0,0
M.Bartoli,C.Giorgi,1,62,26,38,10,1,5,20,12,8,6,8,7,0,6,7,0,0,0,60,21,40,14,0,2,24,18,7,4,27,19,0,4,5,0,0,0
S.Stephens,P.Cetkovska,0,79,32,21,3,2,4,10,17,5,1,10,4,0,7,0,0,0,0,56,23,44,17,0,2,14,15,7,4,14,11,0,6,6,0,0,0
M.Puig,E.Birnerova,0,58,15,42,8,3,2,15,10,4,1,10,7,0,4,1,0,0,0,75,22,25,5,4,2,24,9,5,3,13,11,0,6,2,0,0,0
K.Zakopalova,N.Li,0,62,35,38,14,0,3,15,30,9,4,10,5,0,6,0,6,0,0,69,43,31,15,4,3,28,28,10,7,10,9,0,4,6,8,0,0
R.Vinci,D.Cibulkova,1,56,18,44,17,2,2,18,11,9,5,23,18,0,6,6,0,0,0,64,15,36,9,0,2,14,22,6,2,20,14,0,1,4,0,0,0
T.Pironkova,P.Martic,1,57,34,43,21,1,0,27,20,9,6,24,16,0,6,4,6,0,0,50,20,50,14,3,7,30,27,14,3,40,25,0,1,6,2,0,0
A.Radwanska,M.Keys,1,71,55,29,18,2,1,23,10,18,3,31,20,0,7,4,6,0,0,61,53,39,16,15,1,67,51,10,2,34,22,0,5,6,3,0,0
A.Riske,K.Kanepi,0,60,15,40,8,1,4,12,9,1,1,9,7,0,2,3,0,0,0,53,22,47,13,4,1,24,9,7,4,6,3,0,6,6,0,0,0
L.Robson,M.Erakovic,1,59,35,41,16,5,2,25,20,9,4,11,8,0,1,7,6,0,0,60,37,40,13,12,8,34,15,9,4,11,7,0,6,5,3,0,0
S.Lisicki,S.Stosur,1,68,39,32,13,8,1,34,13,9,4,27,18,0,4,6,6,0,0,61,32,39,15,3,4,20,14,5,1,16,11,0,6,2,1,0,0
S.Williams,K.Date-Krumm,1,64,21,36,8,8,1,28,12,9,6,9,8,0,6,6,0,0,0,64,10,36,9,0,0,8,9,2,1,15,10,0,2,0,0,0,0
K.Flipkens,F.Pennetta,1,60,26,40,14,6,1,31,20,12,6,41,26,0,7,6,0,0,0,66,26,34,11,0,0,20,19,6,4,31,18,0,6,3,0,0,0
P.Kvitova,C.Suarez Navarro,1,70,40,30,10,5,3,23,21,2,2,18,11,0,7,6,0,0,0,66,31,34,11,1,1,10,12,6,1,11,9,0,6,3,0,0,0
M.Bartoli,K.Knapp,1,61,26,39,7,1,7,12,13,7,5,2,2,0,6,6,0,0,0,60,18,40,4,2,2,9,16,2,1,5,1,0,2,3,0,0,0
M.Puig,S.Stephens,0,61,30,39,20,1,0,23,22,8,3,14,8,0,6,5,1,0,0,63,46,37,13,6,6,25,31,12,5,15,7,0,4,7,6,0,0
R.Vinci,N.Li,0,64,12,36,5,0,2,8,4,4,1,13,7,0,2,0,0,0,0,61,21,39,10,0,1,26,10,7,6,19,14,0,6,6,0,0,0
A.Radwanska,T.Pironkova,1,71,47,29,17,3,5,39,11,12,4,48,32,0,4,6,6,0,0,55,37,45,18,5,1,52,27,6,2,46,29,0,6,3,3,0,0
L.Robson,K.Kanepi,0,57,32,43,16,9,4,27,24,3,1,11,7,0,6,5,0,0,0,60,44,40,14,9,5,28,18,5,2,5,3,0,7,7,0,0,0
S.Williams,S.Lisicki,0,62,31,38,16,7,2,25,23,16,5,24,12,0,2,6,4,0,0,61,38,39,20,10,3,35,25,8,5,16,14,0,6,1,6,0,0
P.Kvitova,K.Flipkens,0,72,50,28,11,2,2,41,28,3,2,39,25,0,6,3,4,0,0,62,42,38,17,7,2,23,5,8,3,20,16,0,4,6,6,0,0
S.Stephens,M.Bartoli,0,63,24,37,5,3,3,21,19,8,4,10,8,0,4,5,0,0,0,58,26,42,15,0,3,6,12,12,6,10,4,0,6,7,0,0,0
A.Radwanska,N.Li,1,77,52,23,9,0,5,32,18,16,5,32,21,0,7,4,6,0,0,77,57,23,13,1,4,58,40,10,4,71,48,0,6,6,2,0,0
S.Lisicki,K.Kanepi,1,59,26,41,10,3,4,23,19,5,4,12,9,0,6,6,0,0,0,67,25,33,9,3,3,13,23,2,1,19,9,0,3,3,0,0,0
M.Bartoli,K.Flipkens,1,61,21,39,10,5,3,23,10,7,5,11,11,0,6,6,0,0,0,49,8,51,7,0,1,10,6,2,1,21,8,0,1,2,0,0,0
S.Lisicki,A.Radwanska,1,63,53,37,19,9,7,60,46,14,6,44,32,0,6,2,9,0,0,70,42,30,15,1,0,21,10,14,6,31,16,0,4,6,7,0,0
S.Lisicki,M.Bartoli,0,65,22,35,9,6,5,21,25,8,2,18,11,0,1,4,0,0,0,67,31,33,7,2,6,15,14,13,5,11,9,0,6,6,0,0,0
S Williams,V Azarenka,1,57,44,43,20,9,5,36,35,12,7,13,4,0,7,6,6,0,0,57,31,43,23,2,7,17,27,8,4,15,10,0,5,7,1,0,0
F Pennetta,V Azarenka,0,44,12,56,7,1,3,19,23,6,5,20,12,0,4,2,0,0,0,56,21,44,10,0,6,15,25,13,8,30,20,0,6,6,0,0,0
S Williams,N Li,1,63,26,37,9,4,1,19,20,11,5,11,6,0,6,6,0,0,0,63,20,37,10,0,4,8,24,4,1,19,13,0,0,3,0,0,0
R Vinci,F Pennetta,0,60,21,40,7,0,3,14,28,5,2,34,18,0,4,1,0,0,0,63,23,37,8,3,3,23,17,12,6,14,7,0,6,6,0,0,0
D Hantuchova,V Azarenka,0,58,14,42,5,3,3,19,18,4,3,10,5,0,2,3,0,0,0,60,20,40,9,1,4,17,15,11,7,13,12,0,6,6,0,0,0
E Makarova,N Li,0,60,40,40,18,1,4,15,33,6,4,12,7,0,4,7,2,0,0,68,43,32,14,5,8,44,42,14,7,23,17,0,6,6,6,0,0
A Ivanovic,V Azarenka,0,55,26,45,18,3,8,41,42,13,7,20,8,0,6,3,4,0,0,73,40,27,7,3,9,21,30,19,9,24,16,0,4,6,6,0,0
A Riske,D Hantuchova,0,69,37,31,14,3,1,17,20,2,2,24,12,0,3,7,2,0,0,60,38,40,19,15,2,46,22,7,4,16,12,0,6,5,6,0,0
S Halep,F Pennetta,0,75,22,25,8,1,1,18,32,10,3,15,10,0,2,6,0,0,0,45,23,55,16,2,3,22,23,6,5,22,16,0,6,7,0,0,0
C Giorgi,R Vinci,0,54,18,46,11,2,7,20,35,1,1,16,7,0,4,2,0,0,0,54,19,46,15,6,0,12,9,8,4,5,4,0,6,6,0,0,0
S Williams,S Stephens,1,62,26,38,11,6,4,22,13,10,4,13,9,0,6,6,0,0,0,66,28,34,8,0,4,15,29,2,1,12,6,0,4,1,0,0,0
J Jankovic,N Li,0,66,8,34,3,0,4,7,22,3,2,6,3,0,3,0,0,0,0,58,17,42,8,3,2,20,12,7,7,12,10,0,6,6,0,0,0
C Suarez Navarro,A Kerber,1,78,54,22,9,2,1,45,47,19,7,21,14,0,4,6,7,0,0,68,47,32,12,4,6,30,50,15,7,19,12,0,6,3,6,0,0
A Ivanovic,C McHale,1,60,41,40,18,7,5,45,51,11,6,32,18,0,4,7,6,0,0,64,39,36,14,2,3,22,28,10,5,9,7,0,6,5,4,0,0
C Wozniack,C Giorgi,0,62,34,38,21,2,2,13,27,11,2,10,7,0,6,4,3,0,0,63,47,37,22,3,4,46,45,9,3,34,27,0,4,6,6,0,0
M Kirilenko,S Halep,0,54,9,46,5,1,5,3,24,1,0,8,3,0,1,0,0,0,0,81,23,19,3,3,1,13,8,7,6,5,4,0,6,6,0,0,0
A Cornet,V Azarenka,0,56,44,44,21,9,10,30,44,6,1,18,13,0,7,3,2,0,0,68,48,32,17,2,6,24,38,18,4,30,19,0,6,6,6,0,0
K Knapp,R Vinci,0,58,22,42,8,3,6,17,35,5,3,17,9,0,4,3,0,0,0,51,25,49,16,0,0,14,23,16,5,17,12,0,6,6,0,0,0
P Kvitova,A Riske,0,52,18,48,10,4,7,20,27,0,0,13,8,0,3,0,0,0,0,70,22,30,6,1,2,12,7,9,5,3,3,0,6,6,0,0,0
S Kuznetsova,F Pennetta,0,55,21,45,10,4,3,24,35,8,1,24,16,0,5,1,0,0,0,51,26,49,17,0,1,16,13,8,5,14,9,0,7,6,0,0,0
J Glushko,D Hantuchova,0,73,43,27,10,1,3,27,32,17,8,20,12,0,6,5,6,0,0,61,41,39,21,1,4,32,58,11,7,35,27,0,3,7,7,0,0
L Robson,N Li,0,52,16,48,16,0,5,7,30,2,1,5,3,0,2,5,0,0,0,65,29,35,10,11,6,23,21,7,4,9,9,0,6,7,0,0,0
J Hampton,S Stephens,0,55,14,45,6,0,1,12,34,7,2,17,11,0,1,3,0,0,0,70,25,30,8,2,2,12,15,9,6,8,5,0,6,6,0,0,0
S Williams,Y Shvedova,1,66,28,44,7,6,1,22,16,8,4,13,10,0,6,6,0,0,0,59,14,41,12,0,3,3,21,1,0,13,4,0,3,1,0,0,0
A.Radwanska,A Pavlyuchenkova,1,75,42,25,12,1,1,13,15,5,3,14,7,0,6,7,0,0,0,53,30,47,13,4,3,32,41,10,2,29,19,0,4,6,0,0,0
E Makarova,S Lisicki,1,61,36,39,15,6,3,24,20,8,3,15,11,0,6,7,0,0,0,56,28,44,12,7,3,25,30,6,1,11,9,0,4,5,0,0,0
J Zheng,C Suarez Navarro,0,75,27,25,6,0,4,13,33,3,2,13,8,0,2,4,0,0,0,79,30,21,5,0,2,13,23,11,5,9,7,0,6,6,0,0,0
J Jankovic,K Nara,1,52,31,48,12,3,5,20,23,9,6,28,14,0,6,7,0,0,0,81,30,19,5,0,2,28,27,7,5,26,19,0,4,6,0,0,0
K Kanepi,A Kerber,0,44,17,56,10,1,9,15,29,1,1,7,6,0,0,4,0,0,0,44,17,56,14,2,3,16,9,11,5,6,6,0,6,6,0,0,0
F Pennetta,S Errani,1,58,24,42,11,7,0,33,19,7,6,21,13,0,6,6,0,0,0,93,16,7,1,0,1,12,18,9,2,16,9,0,3,1,0,0,0
S Williams,G Voskoboeva,1,64,21,36,11,4,1,16,13,7,5,8,6,0,6,6,0,0,0,57,16,43,7,3,3,15,19,1,0,10,5,0,3,0,0,0,0
C Wozniacki,C Scheepers,1,76,22,34,6,0,1,14,11,9,6,9,9,0,6,6,0,0,0,55,12,45,5,0,0,11,27,4,2,18,10,0,1,2,0,0,0
E Bouchard,A Kerber,0,47,27,53,27,2,7,41,43,14,6,38,26,0,4,6,3,0,0,68,34,32,14,2,3,28,27,18,7,22,15,0,6,2,6,0,0
A Wozniak,V Azarenka,0,48,10,52,4,0,8,10,35,5,3,10,5,0,3,1,0,0,0,65,25,35,8,3,5,16,19,10,7,8,7,0,6,6,0,0,0
C McHale,E Svitolina,1,66,52,34,21,7,5,34,57,10,3,13,6,0,6,3,7,0,0,59,44,41,20,5,2,27,47,19,2,19,14,0,4,6,5,0,0
A Ivanovic,A Dulgheru,1,64,39,36,12,2,4,18,21,6,4,6,5,0,6,6,0,0,0,79,33,21,5,1,2,10,26,6,0,9,6,0,2,1,0,0,0
P Ormaechea,S Lisicki,0,41,9,59,15,0,4,2,16,6,1,7,1,0,2,3,0,0,0,42,24,58,15,8,6,33,25,6,4,16,7,0,6,6,0,0,0
A Cornet,A Tomljanovic,1,56,28,44,12,4,6,19,19,11,6,15,9,0,6,6,0,0,0,55,13,45,9,0,4,14,39,9,2,15,9,0,2,2,0,0,0
D Hantuchova,V Duval,1,46,14,54,18,2,2,10,18,12,5,5,5,0,6,6,0,0,0,74,21,26,6,0,4,14,27,2,2,7,5,0,2,3,0,0,0
K Nara,S Cirstea,1,80,25,20,8,0,0,12,18,10,6,5,4,0,7,6,0,0,0,58,19,42,6,2,2,14,35,4,3,9,5,0,5,1,0,0,0
A Riske,M Barthel,1,62,26,38,11,0,1,18,12,12,4,15,11,0,6,6,0,0,0,57,21,43,15,5,3,18,21,4,1,26,11,0,4,2,0,0,0
S Kuznetsova,S Peng,1,54,39,46,19,5,3,41,39,13,6,34,22,0,6,4,6,0,0,71,44,29,14,0,1,22,30,7,3,20,15,0,1,6,4,0,0
S Arvidsson,N Li,0,67,18,33,8,1,2,4,19,2,1,3,1,0,2,2,0,0,0,58,19,42,13,4,1,29,17,10,5,17,12,0,6,6,0,0,0
U Radwanska,S Stephens,0,67,10,33,7,0,1,5,15,0,0,10,6,0,1,1,0,0,0,67,20,33,8,2,0,24,11,10,5,16,14,0,6,6,0,0,0
V Williams,J Zheng,0,52,39,48,26,4,6,29,44,14,4,27,17,0,3,6,6,0,0,74,49,26,15,1,3,18,31,13,4,16,11,0,6,2,7,0,0
J Hampton,K Mladenovic,1,56,27,44,15,1,4,23,33,16,6,11,6,0,7,6,0,0,0,59,30,41,14,5,5,27,46,12,4,12,8,0,5,4,0,0,0
C Vandeweghe,C Suarez Navarro,0,47,14,53,10,2,5,18,37,2,2,9,7,0,3,4,0,0,0,82,27,18,7,0,0,6,14,6,4,2,2,0,6,6,0,0,0
L Robson,C Garcia,1,59,28,41,17,8,2,23,21,2,1,5,4,0,6,7,0,0,0,64,31,36,17,7,3,20,23,2,2,10,7,0,4,6,0,0,0
A Barty,A Pavlyuchenkova,0,52,13,48,10,3,2,3,2,0,0,0,0,0,4,0,0,0,0,55,21,45,11,4,2,4,2,5,4,0,0,0,6,6,0,0,0
P Kvitova,M Doi,1,73,47,27,11,3,4,29,29,11,5,16,13,0,6,3,6,0,0,58,21,42,17,1,5,15,23,16,2,6,5,0,2,6,1,0,0
C Wozniacki,Y Duan,1,69,28,31,12,2,3,11,11,14,6,1,1,0,6,7,0,0,0,65,24,35,8,0,4,34,46,10,3,9,8,0,2,5,0,0,0
D Pfizenmaier,V Azarenka,0,67,17,33,4,3,4,15,27,3,0,4,2,0,0,0,0,0,0,51,16,49,12,1,1,14,10,14,6,12,10,0,6,6,0,0,0
O Rogowska,S Errani,0,47,8,53,4,1,6,13,38,2,0,5,4,0,0,0,0,0,0,69,21,31,7,0,2,7,8,8,6,3,3,0,6,6,0,0,0
V Duval,S Stosur,1,63,49,37,19,0,7,23,35,13,6,20,10,0,5,6,6,0,0,63,45,37,17,9,10,29,56,16,5,22,16,0,7,4,4,0,0
A Ivanovic,A Tatishvili,1,62,17,48,11,2,2,16,17,9,7,7,4,0,6,6,0,0,0,63,13,47,4,0,5,8,22,5,2,5,3,0,2,0,0,0,0
J Goerges,C McHale,0,53,32,47,11,3,4,19,33,5,0,15,12,0,4,3,0,0,0,58,28,42,13,1,5,10,13,6,3,7,7,0,6,6,0,0,0
V Lepchenko,A Dulgheru,0,63,38,37,18,2,2,25,55,10,3,17,10,0,7,2,6,0,0,64,51,36,19,0,10,26,42,9,5,19,14,0,6,6,7,0,0
S Kuznetsova,M Burdette,1,63,26,37,12,5,1,15,23,11,4,5,4,0,6,7,0,0,0,68,27,32,15,0,3,15,33,1,1,9,5,0,3,5,0,0,0
B Jovanovski,A Petkovic,1,60,31,40,15,2,5,21,23,9,4,7,6,0,6,6,0,0,0,74,25,26,3,4,5,21,40,10,1,10,8,0,2,4,0,0,0
S Peng,Y Meusburger,1,54,18,46,16,3,0,35,30,14,5,27,18,0,6,6,0,0,0,73,24,27,9,0,4,12,17,5,3,11,7,0,3,4,0,0,0
A Cornet,M Koehler,1,53,19,47,18,0,4,8,20,7,4,6,5,0,6,6,0,0,0,45,21,55,13,1,8,13,47,4,1,3,3,0,3,2,0,0,0
H Watson,S Halep,0,54,29,46,16,1,8,23,60,8,5,15,12,0,6,4,2,0,0,73,40,27,7,5,6,16,42,13,7,5,3,0,4,6,6,0,0
K Flipkens,V Williams,0,46,15,54,7,1,6,16,19,8,1,16,13,0,1,2,0,0,0,52,24,48,12,1,5,21,20,12,6,22,15,0,6,6,0,0,0
A.Radwanska,S.Soler-Espinosa,1,72,26,28,6,3,0,21,13,8,5,0,62,0,6,6,0,0,0,50,10,50,10,1,4,9,19,3,1,0,34,0,1,2,0,0,0
S Williams,F Schiavone,1,51,13,49,12,1,0,13,8,9,6,8,6,0,6,6,0,0,0,43,8,57,5,0,8,3,18,0,0,6,3,0,0,1,0,0,0
O Govortsova,N Li,0,68,22,42,6,3,4,11,17,0,0,6,3,0,2,2,0,0,0,62,19,48,13,6,1,28,13,10,4,13,9,0,6,6,0,0,0
M Minella,S Stephens,0,65,43,35,18,1,2,15,37,15,4,18,10,0,6,3,6,0,0,58,48,42,26,6,6,38,55,9,4,19,13,0,4,6,7,0,0
J Jankovic,M Keys,1,64,28,36,14,1,2,8,21,3,2,15,9,0,6,6,0,0,0,58,19,42,13,4,1,15,32,2,0,13,6,0,3,4,0,0,0
L Robson,L Dominguez Lino,1,57,27,43,7,6,8,33,30,14,7,19,10,0,7,6,0,0,0,60,20,40,8,4,5,10,21,9,3,5,4,0,5,0,0,0,0
J Hampton,L Arruabarrena,1,61,27,39,13,3,3,28,32,7,4,25,20,0,6,6,0,0,0,52,16,48,12,1,4,7,18,6,1,8,4,0,4,2,0,0,0
V Dushevina,S Lisicki,0,54,21,46,14,1,5,11,29,7,3,12,6,0,2,6,0,0,0,43,22,57,22,5,6,30,30,12,5,12,8,0,6,7,0,0,0
