Player1	Player2	Result	FSP.1	FSW.1	SSP.1	SSW.1	ACE.1	DBF.1	WNR.1	UFE.1	BPC.1	BPW.1	NPA.1	NPW.1	TPW.1	ST1.1	ST2.1	ST3.1	ST4.1	ST5.1	FSP.2	FSW.2	SSP.2	SSW.2	ACE.2	DBF.2	WNR.2	UFE.2	BPC.2	BPW.2	NPA.2	NPW.2	TPW.2	ST1.2	ST2.2	ST3.2	ST4.2	ST5.2
Adrian Man0rino	Sam Querrey	1	55	68	45	41	13	3	0	0	2	6	28	45	157	7	7	6	6	0	58	77	42	34	25	7	0	0	1	8	15	24	150	6	6	7	4	0
Tommy Robredo	Frank Dancevic	1	64	39	36	12	9	3	0	0	7	11	9	15	92	6	6	6	0	0	65	34	35	10	4	3	0	0	2	10	23	43	65	4	4	1	0	0
Ber0rd Tomic	Daniel Evans	0	62	47	38	23	8	2	0	0	6	11	18	25	117	6	3	6	3	0	56	43	44	27	9	7	0	0	6	15	32	40	125	1	6	7	6	0
John Isner	Gael Monfils	1	70	71	30	21	23	2	0	0	3	9	37	63	130	7	6	4	7	0	83	74	17	11	7	3	0	0	1	7	9	16	120	5	2	6	6	0
Edouard Roger-Vasselin	Philipp Kohlschreiber	0	61	48	39	25	3	3	0	0	3	3	25	41	102	3	2	7	2	0	58	44	42	26	13	2	0	0	7	23	14	20	130	6	6	5	6	0
Ivan Dodig	Nikolay Davydenko	1	66	45	34	14	16	0	0	0	5	10	0	0	93	6	6	6	0	0	51	25	49	18	2	4	0	0	1	6	0	0	67	1	4	4	0	0
Rogerio Dutra Silva	Rafael 0dal	0	58	21	42	12	2	5	0	0	0	1	4	12	46	2	1	0	0	0	69	30	31	11	3	0	0	0	8	14	9	10	84	6	6	6	0	0
Novak Djokovic	Benjamin Becker	1	74	48	26	11	13	2	0	0	5	14	15	22	102	7	6	6	0	0	59	33	41	19	6	4	0	0	1	1	6	10	73	6	2	2	0	0
Jarkko Nieminen	Joao Sousa	0	64	65	36	25	9	9	0	0	5	12	0	0	138	6	3	6	3	4	63	66	37	23	6	3	0	0	4	11	0	0	145	1	6	3	6	6
Alex Bogomolov Jr.	Tim Smyczek	0	69	87	31	30	8	9	0	0	6	14	24	33	173	6	6	6	4	4	63	73	37	26	21	3	0	0	5	16	28	44	169	3	7	2	6	6
Marcel Granollers	Rajeev Ram	1	62	63	38	28	14	4	0	0	6	11	25	42	145	3	4	6	6	7	66	66	34	22	11	2	0	0	4	10	45	79	127	6	6	2	3	5
Tommy Haas	Yen-Hsun Lu	1	60	51	40	20	15	9	0	0	6	10	15	20	118	6	6	7	0	0	68	44	32	13	4	5	0	0	4	13	11	23	101	3	4	6	0	0
Alexandr Dolgopolov	Mikhail Youzhny	0	53	35	47	19	10	4	0	0	2	9	0	0	84	5	1	3	0	0	52	33	48	23	8	3	0	0	7	19	0	0	104	7	6	6	0	0
Evgeny Donskoy	Peter Gojowczyk	1	55	63	45	34	9	2	0	0	5	17	0	0	155	6	6	3	4	6	55	67	45	30	15	8	0	0	4	10	0	0	151	3	4	6	6	3
Lleyton Hewitt	Juan Martin Del Potro	1	50	56	50	38	10	7	0	0	8	18	32	50	160	6	5	3	7	6	57	57	43	39	11	8	0	0	6	11	21	36	151	4	7	6	6	1
Andy Murray	Leo0rdo Mayer	1	57	41	43	35	5	3	0	0	5	9	17	26	117	7	6	3	6	0	63	40	37	16	6	5	0	0	1	9	29	50	87	5	1	6	1	0
Do0ld Young	Florian Mayer	0	62	42	38	20	5	8	0	0	3	13	31	54	109	5	3	4	0	0	57	48	43	21	10	6	0	0	7	21	18	26	126	7	6	6	0	0
Andreas Seppi	Somdev Devvarman	1	52	48	48	27	5	7	0	0	7	13	23	33	123	7	6	7	0	0	56	41	44	24	7	4	0	0	5	18	13	22	114	6	4	5	0	0
Tobias Kamke	Denis Istomin	0	46	19	54	23	3	5	0	0	2	2	0	0	62	4	2	2	0	0	46	24	54	21	6	3	0	0	7	13	0	0	82	6	6	6	0	0
Stanislas Wawrinka	Ivo Karlovic	1	60	51	40	25	9	5	0	0	3	7	25	36	111	7	7	6	0	0	63	52	37	21	12	6	0	0	1	2	37	59	98	5	6	4	0	0
Marcos Baghdatis	Kevin Anderson	1	43	24	57	24	10	6	0	0	6	12	6	8	82	6	6	6	0	0	64	27	36	11	7	4	0	0	0	0	4	14	53	2	2	2	0	0
Julien Benneteau	Jeremy Chardy	1	58	39	42	18	9	2	0	0	7	12	14	21	98	6	6	6	0	0	57	29	43	13	11	9	0	0	3	9	12	22	76	4	3	4	0	0
Denis Kudla	Tomas Berdych	0	60	49	40	26	1	6	0	0	4	14	12	15	114	6	6	3	0	0	57	49	43	28	11	3	0	0	5	15	12	24	141	7	7	6	0	0
Richard Gasquet	Dmitry Tursunov	1	64	42	36	21	14	4	0	0	4	11	14	25	112	6	2	6	4	0	53	46	47	24	25	4	0	0	3	7	12	21	99	3	6	4	2	0
Feliciano Lopez	Milos Raonic	0	59	56	41	29	7	8	0	0	0	4	17	27	113	7	4	3	4	0	67	66	33	19	28	6	0	0	4	8	23	38	134	6	6	6	6	0
Jack Sock	Janko Tipsarevic	0	46	35	54	27	19	8	0	0	2	6	12	17	90	6	6	1	2	0	56	46	44	33	18	2	0	0	4	8	14	19	116	3	7	6	6	0
Mikhail Kukushkin	David Ferrer	0	51	50	49	27	4	3	0	0	6	8	15	27	112	4	3	6	4	0	60	47	40	20	7	2	0	0	8	26	15	19	136	6	6	4	6	0
Roger Federer	Adrian Man0rino	1	57	36	43	15	8	4	0	0	6	14	19	24	90	6	6	6	0	0	65	27	35	9	1	0	0	0	0	1	9	18	54	3	0	2	0	0
Tommy Robredo	Daniel Evans	1	60	58	40	25	11	5	0	0	7	14	22	37	150	7	6	4	7	0	62	65	38	23	8	8	0	0	4	11	41	66	130	6	1	6	5	0
John Isner	Philipp Kohlschreiber	0	74	72	26	14	26	5	0	0	2	7	18	31	123	4	6	5	6	0	73	73	27	20	6	1	0	0	3	4	15	18	123	6	3	7	7	0
Ivan Dodig	Rafael 0dal	0	52	28	48	18	6	1	0	0	0	2	13	27	63	4	3	3	0	0	65	41	35	20	3	2	0	0	4	7	14	17	90	6	6	6	0	0
Novak Djokovic	Joao Sousa	1	68	30	32	12	3	2	0	0	8	13	22	30	94	6	6	6	0	0	59	30	41	10	2	3	0	0	1	2	10	21	54	0	2	2	0	0
Tim Smyczek	Marcel Granollers	0	61	63	39	26	10	3	0	0	7	16	39	55	146	4	6	6	3	5	59	66	41	28	10	3	0	0	6	12	25	43	147	6	4	0	6	7
Tommy Haas	Mikhail Youzhny	0	50	37	50	22	5	1	0	0	4	9	25	41	95	3	2	6	3	0	57	43	43	21	9	6	0	0	7	12	12	21	109	6	6	2	6	0
Evgeny Donskoy	Lleyton Hewitt	0	58	55	42	17	13	2	0	0	1	7	6	14	111	3	6	6	1	0	52	49	48	37	11	2	0	0	4	7	24	31	128	6	7	3	6	0
Andy Murray	Florian Mayer	1	51	37	49	25	7	2	0	0	4	10	8	12	99	7	6	6	0	0	62	40	38	15	0	2	0	0	0	2	21	39	74	6	2	2	0	0
Andreas Seppi	Denis Istomin	0	61	55	39	23	10	5	0	0	5	19	14	24	134	3	4	6	6	1	65	65	35	23	24	6	0	0	6	8	17	27	138	6	6	2	3	6
Stanislas Wawrinka	Marcos Baghdatis	1	52	55	48	37	11	5	0	0	5	15	25	30	151	6	6	6	7	0	47	50	53	43	16	8	0	0	2	9	25	37	132	3	2	7	6	0
Julien Benneteau	Tomas Berdych	0	52	25	48	12	5	6	0	0	0	3	13	20	63	0	3	2	0	0	58	39	42	14	11	1	0	0	6	14	13	17	93	6	6	6	0	0
Richard Gasquet	Milos Raonic	1	59	81	41	45	6	9	0	0	5	21	31	44	195	6	7	2	7	7	56	83	44	46	39	11	0	0	6	22	47	69	207	7	6	6	6	5
Janko Tipsarevic	David Ferrer	0	59	68	41	34	8	5	0	0	5	14	29	48	153	6	6	5	6	0	65	68	35	23	13	4	0	0	5	16	33	42	164	7	3	7	7	0
Roger Federer	Tommy Robredo	0	60	38	40	16	5	0	0	0	2	16	32	52	101	6	3	4	0	0	70	61	30	17	6	4	0	0	4	7	11	17	110	7	6	6	0	0
Philipp Kohlschreiber	Rafael 0dal	0	63	58	37	26	12	1	0	0	0	1	22	34	112	7	4	3	1	0	66	54	34	26	3	0	0	0	5	21	23	31	136	6	6	6	6	0
Mikhail Youzhny	Lleyton Hewitt	1	59	55	41	29	9	6	0	0	10	14	26	37	145	6	3	6	6	7	52	48	48	37	8	9	0	0	8	12	39	67	146	3	6	7	4	5
Andy Murray	Denis Istomin	1	63	58	37	23	5	5	0	0	6	15	32	38	129	6	6	6	6	0	69	55	31	20	4	2	0	0	2	4	19	37	114	7	1	4	4	0
Stanislas Wawrinka	Tomas Berdych	1	58	55	42	27	14	6	0	0	6	11	11	15	127	3	6	7	6	0	58	51	42	19	3	3	0	0	3	6	29	42	110	6	1	6	2	0
Richard Gasquet	David Ferrer	1	59	57	41	31	6	3	0	0	6	14	30	45	142	6	6	4	2	6	63	53	37	29	5	3	0	0	4	15	38	53	137	3	1	6	6	3
Tommy Robredo	Rafael 0dal	0	52	20	48	9	3	4	0	0	0	0	7	15	43	0	2	2	0	0	61	31	39	14	2	0	0	0	7	10	15	16	82	6	6	6	0	0
Novak Djokovic	Mikhail Youzhny	1	68	49	32	19	5	1	0	0	7	12	27	39	115	6	6	3	6	0	56	29	44	23	2	4	0	0	2	10	10	21	87	3	2	6	0	0
Andy Murray	Stanislas Wawrinka	0	63	37	37	22	5	4	0	0	0	0	10	22	78	4	3	2	0	0	55	37	45	20	4	4	0	0	4	11	31	42	107	6	6	6	0	0
Novak Djokovic	Stanislas Wawrinka	1	67	64	33	25	9	6	0	0	4	19	29	40	165	2	7	3	6	6	50	68	50	48	8	7	0	0	5	9	26	41	165	6	6	6	3	4
Richard Gasquet	Rafael 0dal	0	64	41	36	15	6	4	0	0	1	6	24	35	84	4	6	2	0	0	71	51	29	16	3	1	0	0	4	4	22	28	102	6	7	6	0	0
Novak Djokovic	Rafael 0dal	0	68	40	32	16	6	2	0	0	3	11	22	36	102	2	6	4	1	0	64	51	36	24	1	1	0	0	7	12	17	23	121	6	3	6	6	0
