type,text
rampo,あすこ に 塔 を 見上げ て たたずん で いる 洋服 の 男 が 刑事 かも しれ ない 。 こちら に 、 さ いぜん から じっと うずくまっ て いる ルンペン が 、 なんだか 怪しい 。 明智 の 部下 が 変装 し て いる の かも しれ ない 。
rampo,あたり は 街 燈 も ない くら やみ で あっ た 。 その 闇 の 中 に 、 まったく 光 を 消し 、 エンジン を 止め た 車体 が 、 め くら の よう に 立ちすくん で い た 。
rampo,あと は 無言 の うち に 、 早苗 さん の 背中 を 抱い た 雨宮 青年 が 、 地下道 の 階段 を 、 注意 し ながら 、 一段 一段と 降り て 行く 。 つづい て 黒衣 婦人 の 姿 も 地底 に 消える と 、 コンクリート の かくし 戸 も 、 床板 も 、 もと どおり 閉じ られ て 、 あと は また 、 何ごと も なかっ た よう な 暗闇 の 廃 工場 で あっ た 。
rampo,あの 人殺し の 拳闘 家 は 、 早く 夕食 を すませる と 、 逃げる よう に この 部屋 に もどっ て 、 身 を ひそめ て 、 その 時 の くる の を 待っ て いる はず で は ない か 。 そこ に は 、 麻酔 剤 を しみこま せ た ガーゼ が 、 棺桶 同然 の トランク が 、 犠牲 者 を 待ちかまえ て いる はず で は ない か 。
rampo,あの 檻 に ちがい ない 。 気 を 失う 前 に 見せ られ た 、 あの 若い 男 の とじこめ て あっ た 檻 に ちがい ない 。 で は 、 ここ に は 彼女 一 人 で は ない の だ 。 若い 美しい 男 が 、 彼 も また まっ ぱだかにされて 、 どこ か その へん に いる はず だ 。
rampo,いう か と 思う と 、 彼女 は バタ ン と トランク の 蓋 を しめ た が 、 その あおり の 生暖かい 風 が 熟し きっ た 女体 の かおり を 含ん で 、 上気 し た 青年 の 顔 を なで た 。
rampo,いう まで も なく 別 の 一 隊 は 、 水上 署 と 協力 し て 海上 の 賊 船 に 向かっ て い た 。 もう 今頃 は 、 「 黒 トカゲ 」 の 部下 たち は 、 汽船 もろ とも 一 人 残さ ず 召捕ら れ て いる こと に 違い ない 。
rampo,いか な 魔術 師 の 「 黒 トカゲ 」 で も 、 これ で は 手 も 足 も 出 ない に ちがい ない 。 それ か あら ぬ か 、 早苗 さん たち が 本邸 に 帰っ て から 、 もう 半月 ほど も 経過 し た けれど 、 女 賊 のけ はい は 全く 感じ られ なかっ た 。
rampo,いかなる 神算 鬼謀 しん さん き ぼう が ある の か 、 明智 は ますます 大胆 不敵 で ある 。
rampo,いかにも 彼ら は 奇妙 な 駆 落者 の 姿 で あっ た 。 男 は 耳 が わるい の か 、 頭 から 顎 にかけて 、 グルグル と 繃帯 を 巻き 、 その 上 から きたならしい 鳥打帽 を かぶり 、 木綿 縞 の 着物 の 上 に 黒 らし ゃ の 上っ張り を 着 て 、 皮 の バンド を 締め 、 素足 に 板 裏 草履 という いでたち 。 女 は 前 に しるし た 通り の 女房 姿 。 両人 とも 、 不 意気 な マスク を かけ て いる 。 その 男 が 女 の 手 を 引い て 、 人 眼 を 忍ぶ よう に 、 木 立ち から 木 立ち を ぬっ て 、 チョコ チョコ と 小走り に 道 を 急い で い た の だ 。
rampo,いかめし いひ げ の 子分 は 、 その 鍵 を 受け取り ながら 、 小首 を かしげ た 。
rampo,いくら 呼ん で も 返事 し ない ので 、 潤 一 青年 は 香川 美 青年 の 裸体 の 肩 に 手 を かけ て 、 グイグイ と 揺り動かし た 。 だが 、 相手 の からだ は 無抵抗 に ゆれる ばかり で 、 少し も 手ごたえ が ない 。
rampo,いつの ほど に か 、 誘拐 する もの と さ れる もの 、 「 黒 トカゲ 」 と その 餌食 えじき 、 敵 かたき 同士 の 二 人 が 、 まるで 仲 の よい 姉妹 の よう に 手 を 取り合っ て 泣い て い た 。 悲しみ の 意味 は それぞれ 違っ て い た けれど 、 悲しみ の 深 さ 激し さ は 、 少し も 変り が ない よう に 見え た 。
rampo,いつの間にか 寝室 から 居間 の 方 へ はいっ て き た 緑川 夫人 の ほ がら かな 声 が 聞こえ た 。
rampo,いつの間にか 老 紳士 が あがっ て き て 、 彼女 の うしろ姿 に 見とれ て い た 。
rampo,いや 、 そう で は ない 。 いかにも 早苗 さん と 同じ 髪形 、 同じ 目 が ね 、 同じ 着物 、 同じ 羽織 で は あっ た けれど 、 よく 見れ ば 、 どこ かしら 違っ た ところ が あっ た 。 胸 が 少し 張り すぎ て い た 。 背 も 心持ち 高かっ た 。 それ より も 顔 が … … 実に たくみ な メーク ・ アップ で は あっ た が 、 そして また 髪 の 形 と 目 が ね と で 、 その お 化粧 が 一 そう ま ことし や か に 見え た が 、 どんなに こしらえ て も 人 の 顔 が かわる もの で は ない 。 それ は 早苗 さん と そっくり の いで たち を し た 緑川 夫人 に すぎ なかっ た 。 それにしても 、 これ だけ の 変装 を わずか 五 分間 に やっ て のけ た 早業 は 、 さすが に 魔術 師 と 自称 する 彼女 で あっ た 。
rampo,いや 、 それ ばかり で は ない 。 実に 驚く べき こと に は 、 彼女 の 青ざめ た 頬 に 、 一脈 の 血の気 が のぼっ た か と 思う と 、 ゾッと する よう な 微笑 が 浮かび 、 それ が だんだん 大きく ほころび て 行っ た で は ない か 。
rampo,いやいや 、 この おびただしい 群衆 の 中 に は 、 明智 小五郎 その 人 が 、 何 か に 姿 を 変え て 、 ま ぎれこんでいまいものでもない 。
rampo,いわ れ て みる と 、 なるほど 年配 も 、 からだ の 大き さ も 、 彼 自身 と ちょうど 同じ ほど に 見え た 。
rampo,うごめく 黒 トカゲ
rampo,うし ろ から 喉 を しめる もの 、 両手 を ねじ上げる もの 、 足 を 取っ て 引き 倒そ う と する もの 、 いか な 明智 小五郎 と て 、 この 死 に もの狂い の 大敵 に は 、 全く 力 を ふるう すべ が なかっ た 。 あぶない 、 あぶない 。 せっかく ここ まで こぎつけ て 、 最後 の ど たん 場 で 、 形勢 逆転 する よう な こと に なる の で は ある まい か 。 一代 の 名 探偵 も 、 ついに この 荒くれ 男 ども の ため に 、 命 を 失う よう な 羽目 に なる の で は ある まい か 。
rampo,うなだれ た まま 、 かすか に 詫びごと を いう の だ 。
rampo,エデン の 園 の アダム と イヴ みたい な 二 人 が 、 地底 の 牢獄 で 、 いま 眼 と 眼 を 見 かわし た の だ 。 どう すれ ば いい の だ 。 何 を 言え ば いい の だ 。 恥 かし さ の 極 、 早苗 さん の 両 眼 に は 子供 の よう な 涙 が 一ぱい あふれ て い た 。 その 涙 の ギラギラ する 後光 が 男 の 白い からだ を 包ん で 、 チロチロ と いびつ に 輝い て いる 。
rampo,エレベーター の 上昇 とともに 、 大阪 の 街 が グングン 下 の 方 へ 沈ん で 行く 。 冬 の 太陽 は もう 地平線 に 近く 、 屋根 という 屋根 の 片側 は 黒い 影 に なっ て 、 美しい 碁盤 模様 を えがい て い た 。
rampo,お 祭り さわぎ の あと の 広間 に は 、 五色 の 粉 紙 と テープ と が 、 船 の 出 た あと の 波止場 の よう に 、 きたならしく 散り しい て 、 まだ 浮力 を 残し た 風船 玉 が 、 ちらほら と 、 天井 を 這っ て いる の も 物 さびしかっ た 。
rampo,おや 、 この おやじ 、 寒い の に は だ か で 寝 て いる の かしら 。
rampo,おや 、 この 長椅子 は どっか で 見かけ た よう に 思う が … … ああ 、 そう だ 。 かぎ裂き を つくろっ た あと が ある 。 確か に あれ だ 。 三 日 以前 、 岩瀬 邸 の 応接間 から 、 お嬢さん の 早苗 さん を とじこめ て かつぎ 出さ れ た 、 あの 長椅子 だ 。 それ が 、 どうして こんな 船 の 中 など において ある の だろ う 。
rampo,おや 、 これ は 蝋 人形 で は ない か 。 だが 、 なんと よく でき た 蝋 人形 で あろ う 。
rampo,お嬢さん を 私 から お 買い戻し に なる お 気持 は あり ませ ん か 。 もし その お 気持 が ある の でし たら 、 左 の 条件 によって 商談 に 応じ て も よい と 考え ます 。
rampo,お札 さ つ が 物 を いっ て 、 運転 手 は たちまち 承諾 し た 。 ヘッド ・ ライト が 消え た 。 車 は 静か に 向き を かえ た 。
rampo,お父さん の 岩瀬 氏 は 、 半白 はん ぱく の 坊主 頭 に 、 あ から 顔 に ひ げ の ない 、 大 商人 らしい 恰幅 かっぷく の 人物 だ が 、 彼 は まるで 、 お嬢さん の 見張り 番 で で も ある よう に 、 彼女 の 一挙一動 を 見守り ながら 、 その あと を つけ廻し て い た 。
rampo,ガチャリ と 受話器 の 音 。 明智 は ガッカリ し た よう に 、 そこ に うずくまっ て しまっ た 。 一座 の 人々 は 異常 な 緊張 で 電話 の 声 に 聞き入っ て い た 。 そして 、 一句 ごと に 、 この 名 探偵 の 突飛 とっぴ な 行動 の 理由 が わかっ て 行く よう に 思わ れ た 。
rampo,かよう に し て 、 令嬢 誘拐 の 手はず は 、 落ち も なく 定め られ た の で ある 。
rampo,ガラス という の は 、 例 の 剥製 人形 陳列 場 の ショウ ・ ウインドウ の よう な ガラス張り の こと に ちがい ない 。
rampo,かわいそう な 早苗 さん は 、 うし ろ 手 に 縛り上げ られ 、 猿ぐつわ を はめ られ て 、 部屋 の 隅 に 倒れ て い た 。 「 黒 トカゲ 」 は その 猿ぐつわ を 解い て やっ て 、 声 を かけ た 。
rampo,クモ と 胡蝶 と
rampo,コック が 思い出し て 、 女 首領 に 報告 し た 。
rampo,コック が 旨 を 領 し て 退出 する と 、 間もなく 、 縛 いま しめ を 解か れ た 早苗 さん が 、 北村 という 船員 に 手 を とら れ て はいっ て き た 。
rampo,こと ごと に 意外 な 黒 天使 の 言葉 に 、 潤 一 青年 は 、 また し て も めんくらわ なけれ ば なら なかっ た 。
rampo,この 不思議 な 悲しみ の 合唱 は 、 エンジン の 単調 な 響き と もつれ合っ て 、 いつ まで も 、 いつ まで も つづい た 。 泣き に 泣い て 、 女 賊 の 胸 に 日頃 の 邪悪 が 眼 ざめるまで 、 早苗 さん の 心 に 敵愾心 て き がい しん が 湧き あがる まで 。
rampo,この 会話 の うち に 、 潤 一 青年 は 、 ぬき 足さ し 足 、 室外 に 立ち去っ た 。
rampo,この 信じ がたい 、 まるで 怪談 の よう な 新聞 記事 を 読み 、 写真 を 見る と 、 さすが の 女 賊 も 、 めったに 見せ た こと の ない 驚き の 色 を 、 その 美しい 顔 に 現 わ さ ない で は い られ なかっ た 。 驚き と いう より は 、 なんとも 形容 の でき ない 恐怖 で あっ た 。 それ は きのう の 日付 の 大阪 の 大 新聞 で あっ た が 、 記事 中 に 「 昨 七 日 」 と ある の は 、 ちょうど 前 々 日 、 「 黒 トカゲ 」 の 汽船 が 大阪 湾 を 航海 し て い た 時 に あたる 。 その 日 、 早苗 さん は 、 ちゃんと 船 の 中 に い た の だ 。 いや 、 その 日 ばかり で は ない 。 きのう も きょう も 、 つい 今しがた まで 檻 の 中 に まっ ぱだかで 震え て い た で は ない か 。
rampo,この 国 で も 一夜 に 数 千 羽 の 七面鳥 が しめ られる という 、 ある クリスマス ・ イヴ の 出来事 だ 。
rampo,この 国 最大 最 貴 の ダイヤモンド 「 エジプト の 星 」 は 、 南アフリカ 産 、 ブリリアント 型 、 三 十 幾 カラット の 宝玉 で あっ て 、 その 名 の 示す ごとく 、 かつて は エジプト 王族 の 宝庫 に 納まっ て い た もの だ が 、 それ が 欧 洲 諸国 の 高貴 の 方々 の 手 を 渡り 渡っ て 、 第 一 次 大戦 当時 、 或 る 事情 から 宝石商 人 の 手 に 移り 、 それ が また 転々 し て 、 つい 数 年 前 の こと 、 岩瀬 商会 パリ 支店 の 買収 する ところ と なり 、 現在 は 大阪 本店 の 所有 と なっ て いる 。
rampo,この 男 、 そもそも 何者 で あっ た の か 。
rampo,この 男 少し 甘い ん だ な と 、 おかしく なっ た 。
rampo,この 確信 に 満ち た 声 を 聞く と 、 黒衣 婦人 は 何かしら ギョッ と し ない で は い られ なかっ た 。
rampo,この 紳商 の 応接 室 を 、 酒場 と でも 思い ちがえ て いる の か 、 男 は わけ の わから ぬ くだ を 巻き はじめ た 。
rampo,この 運転 手 を 引っ捕え て みよ う か 。 いや 、 そいつ は 事 こわし だ 。 「 黒 トカゲ 」 を 探し出さ なけれ ば なら ない 。 そして 、 あくまで あいつ の 本拠 を つきとめ なけれ ば なら ない 。
rampo,これ が わずか 三 分間 の 変装 と は 、 お 染 の 七化け も はだし の 早業 、 魔術 師 と 自称 する 「 黒 トカゲ 」 で なく て は でき ない 芸当 だ （ そういう 変装 用 の 服装 は 、 いつも 旅行 鞄 の 底 に 用意 さ れ て い た の だ ） 。 その 上 、 なんと まあ 抜け目 の ない こと に は 、 トランク の 中 の 宝石 類 は 、 一つ も あまさ ず 、 その 背広 服 の ポケット に おさまっ て い た の で ある 。
rampo,これ が 地獄 の 光景 で なく て なん で あろ う 。 そこ に は 六 畳 敷 ほど の 大き さ の 浴槽 の よう な もの が あっ て 、 その 中 に 二 重 に も 三 重 に も 、 老若男女 の 全裸 の 死体 が 、 ウジャウジャ 積み かさなっ て いる の だ 。
rampo,これ は まあ なんと いう 人 を 喰っ た いたずら だろ う 。 剥製 人形 の 奇妙 な 衣裳 の 袂 の 長い 着物 は 、 早苗 さん が ゆうべ まで 着 て い た もの 。 その ほか の は 、 みな 「 黒 トカゲ 」 の 部下 の 男 たち の 持ち物 で あっ た 。 寝室 の 戸棚 の 中 や 行李 こうり に しまっ て あっ た の を 、 何者 か が 取り出し て 、 人形 に 着せ た の だ 。 それから 宝石 類 は 、 むろん 宝石 陳列 室 の ガラス 箱 の 中 から 持っ て き た もの で 、 そこ の ガラス 箱 は 、 ほとんど 空っぽ に なっ て いる という 始末 だっ た 。
rampo,これ は 一体 どう し た こと な の だ 。 まさか これ ほど の 大 新聞 が 、 間違っ た 記事 を のせる はず は ない 。 いや 、 何 より も 確か な の は 写真 で ある 。 船 の 中 に とらわれ て い た はず の 早苗 さん が 、 同じ その 日 に 、 一方 で は 大阪 郊外 の 岩瀬 邸 で ニコニコ 笑っ て 坐っ て いる なんて 、 こんな へんてこ な こと が あり 得る だろ う か 。
rampo,これ を 読み 終る と 、 岩瀬 氏 は 当惑 の 色 を 浮かべ て 考え こん で しまっ た 。
rampo,これら の 出来事 に は 関係 なく 、 機関 は 絶え間 なく 活動 し 、 船 は 暗闇 の 空 と 水 の 中 を 、 全速力 で 、 東 に 向かっ て 進ん で い た 。
rampo,こんど の 旅行 は 、 商用 の ほか に 、 この 都 の 或 る 名家 と 縁談 が まとまり かけ て いる ので 、 引き合わせ の ため に 早苗 さん を 同伴 し た の だ が 、 折 も 折 、 ちょうど 出発 の 半月 ほど 前 から 、 岩瀬 氏 は 、 ほとんど 毎日 の よう に 配達 さ れる 、 執念 ぶ かい 犯罪 予告 の 手紙 に なやまさ れ て い た の だ 。
rampo,さ いぜん は 早苗 さん が 二 人 に なっ た 。 それ は 新聞 の 写真 で あっ た けれども 、 今度 は 実物 な の だ 。 しかも 、 その 二 人 の 潤 ちゃん が 、 眼 の 前 に 顔 を 並べ て いる で は ない か 。 そんな ばかばかしい こと が 現実 に 起こる はず が なかっ た 。 そこ に 大きな トリック が かくれ て いる の だ 。 だが 、 そんな 途方 も ない トリック を 、 一体 だれ が 考えつい た の か 。 そして なん の ため に … … 。
rampo,さ いぜん 明智 は 、 入り口 の 張り 番 を し て い た 北村 だけ が 、 なぜ 縛ら れ た の か 、 その 意味 が わかる か と たずね た が 、 それ は 暗に 警察官 の 来援 を ほのめかし た の で あっ た 。 入り口 を ひらか せる 合図 の 信号 は 、 明智 から 電話 で 警視庁 に 知らせ て あっ た 。 その 信号 によって 、 刑事 たち は なんなく 地底 に は いる こと が でき た の だ 。 そして 入り口 を はいる と 同時に そこ の 見張り 番 の 北村 を 適当 に 処理 し た まで の こと で あっ た 。 内部 から 明智 が 手伝っ た こと は いう まで も ない 。 さっき 、 しばらく 、 潤 ちゃん が 行方 不明 に なっ て い た あいだ の 出来事 だ 。 で は 、 彼ら は なぜ すぐさま 、 「 黒 トカゲ 」 の 逮捕 に 向かわ なかっ た の か 。 それ は 、 この 捕物 を 充分 効果 的 に する ため の 、 明智 の 指図 で あっ た 。 刑事 と て 、 洒落 を 解せ ぬ 朴念仁 ぼくねんじん ばかり で は ない の で ある 。
rampo,さすが に この 恥知らず の 舞踊 は 四 、 五 分 しか つづか なかっ た が 、 それ が 終る と 、 感激 し た 酔いどれ 紳士 たち が 、 ドッ と 押し寄せ て 、 何 か 口々 に 激情 の 叫び を あげ ながら 、 いきなり 裸 美人 ら びじんを 胴上げ に し て 、 お 御輿 みこし の かけ声 勇ましく 、 室内 を グルグル と 廻り 歩い た 。
rampo,さすが の 名 探偵 も しどろもどろ で あっ た 。 気の毒 に も 、 彼 の 広い 額 に は 、 じっとり と 脂汗 が 浮かん で い た 。
rampo,さすが の 女 賊 「 黒 トカゲ 」 も 「 アッ 」 と 悲鳴 を 上げ て 、 よろよろ と あとずさり を し ない で は い られ なかっ た 。 悪夢 だ 。 夢 に うなされ て いる と しか 考え られ ない 。
rampo,さすが の 女 賊 も 、 彼女 の すぐ うし ろ から 、 もう 一 台 の 自動車 が 、 送り狼 の よう に 、 執念深く 尾行 し て いる こと を 、 少し も 気づか なかっ た けれども 、 その 尾行 車 の 中 に は 、 顔 半面 に 繃帯 を 巻き つけ た 、 やっぱり 下級 商人 てい の 異様 な 男 が 乗っ て い て 、 恐ろしい 形相 で 前 の 車 を 見つめ ながら 、 運転 手 に 「 もっと 早く 」 「 もう少し ゆっくり 」 など と 横柄 おう へ い な 命令 を 下し て い た 。
rampo,さすが の 女 賊 も 毒気 を 抜か れ て 、 まるで 貴婦人 の よう に おとなしやか な 口 を きい た 。
rampo,さすが の 老 紳士 も 、 これ に は 面くらっ た よう に 見え た が 、 やがて 、 さも 我が 意 を 得 た と ばかり に ニコニコ し て 、 娘 の 美しい 顔 を まっ 正面 から 眺め ながら 、 妙 な こと を たずね た 。
rampo,さて 、 酔いどれ 騒ぎ が 一段落 する と 、 今度 は にわかに 早苗 さん の こと が 気 に なり はじめ た 。 主人 岩瀬 氏 に この こと が 急報 さ れ た の は いう まで も ない 。 明智 の 行先 も わかっ て い た ので 、 急い で 帰る よう に 電話 が かけ られ た 。
rampo,さて 読者 諸君 、 作者 は 、 ここ に 舞台 を 一転 し て 、 今 まで この 物語り に 一 度 も 現われ なかっ た 一 人 の 女性 の 、 不思議 な 経験 を 語る 順序 と なっ た 。 それ は 黒 トカゲ や 早苗 さん や 明智 小五郎 と は 、 なん の 関係 も ない 事柄 の よう に 見える かも しれ ない 。 しかし 、 敏感 な 読者 は 、 この 一 女性 の 奇異 な 経験 が 、 事件 に関して どんな 深い 意味 を 持っ て いる か を 、 容易 に さとら れる に 違い ない 。
rampo,さては 、 これ も 松 公 の 仕業 に ちがい ない 。 だが 、 どうして 北村 だけ を 縛っ て 、 ほか の 者 を そのまま に し て おい た の だろ う 。 これ に も 何 か 特別 の わけ が ある の かしら 。
rampo,しかも 、 黒衣 婦人 の 説明 に よれ ば 、 それら の 美術 工芸 品 の 大半 は 、 各地 の 博物館 、 美術館 、 貴族 富豪 の 宝庫 に おさまっ て い た 著名 の 品 を 、 たくみ な 模造 品 と すりかえ て 、 本物 の 方 を この 地底 美術館 へ おさめ て ある の だ と いう 。
rampo,しばらく し て 服装 を ととのえ た 緑川 夫人 が 、 山川 氏 に 、 彼女 の 大胆 きわまる 誘拐 計画 を 語り 聞か せ て い た 。
rampo,しばらく は ピアノ に 夢中 に なっ て い た が 、 それ に も 飽き て 、 もう 居間 へ 帰り ましょ う と 立ちあがっ て 、 ひょいと 振り向い た 時 、 彼女 は そこ に 、 実に 思い も かけ ない 恐ろしい 物 の 姿 を 発見 し て 、 ギョッ と 立ちすくん で しまっ た 。
rampo,しばらく 行く と 、 広い 空地 の まん中 に 、 赤 煉瓦 らしい 平家 の 洋館 が ポッツリ と 建っ て 、 その まわり を こわれ かけ た 板 塀 が かこん で い た 。
rampo,すぐ 眼 の 前 に 、 油 で 拭い た よう に なめらか な 白い 顔 が あっ た 。 高く て 広い 額 、 ふさふさ と し た 黒髪 、 二重瞼 ふた え まぶた の すき通る よう な 眼 、 ギリシャ 型 の 高い 鼻 、 赤く て 引き しまっ た 唇 。 その 青年 が 美男 で あれ ば ある だけ 、 しかし 、 早苗 さん は 恐ろしかっ た 。
rampo,すると 、 ああ 、 はたして 、 椅子 の 中 から 、 陰 に こもっ た 声 が 答え た の だ 。
rampo,すると 、 その 時 、 まるで 彼女 の 笑い声 の 余韻 よい んで でも ある よう に 、 ソーッ と ドア を あけ て はいっ て き た 白い もの が あっ た 。 白 の 大黒頭巾 だい こく ずきん 、 白 の 詰襟 服 、 白 の エプロン 、 大黒 さま の よう に 肥っ た 顔 が 、 異様 に 緊張 し て いる 。 この 船 の コック で ある 。
rampo,すると 、 それ と 入れ違い に 、 これ は 潜り戸 の 内側 から 、 葉子 の 肩 に ぶっつかっ て 、 鞠 まり の よう に ころげ 出し 、 自動車 の 、 今 まで 葉子 が かけ て い た 座席 へ 飛びこん だ 人 が ある 。
rampo,すると 、 不思議 な こと に 、 雨宮 は いっこう 抵抗 する 様子 も なく 、 腕 を からま れ た まま 、 首 を グッ と 前 へ 突き出し て 、 青年 の 耳元 へ 口 を 持っ て 行っ た か と 思う と 、 何かしら ヒソヒソ と ささやき はじめ た 。
rampo,すると 、 今度 は 娘 の 方 で ギョッ と し た らしく 、 顔 を 赤く し て 、 どもり どもり 答え た 。
rampo,すると 、 夫人 は 、 怪談 に おびえ た 子供 の よう に 、 また 手 を あげ て 、 こんど は 薄 ぼんやり と 見え て いる 寝室 の 窓 を 指さす の だ 。
rampo,すると 、 案 の じ ょう 、 その 男 は 明智 の 部下 で あっ た と 見え て 、
rampo,すると 、 賊 は その 角 から 橋 の 袂 まで の わずか 半 町 ほど の 暗闇 を 利用 し て 、 車 を 徐行 さ せ た まま 飛び降り 、 どこ か へ 姿 を 隠し た もの で あろ う か 。 どこ か へ と て 、 片側 は ビッシリ 立ち並ん だ 商家 が 、 大戸 を しめ て 静まり返っ て いる の だ し 、 片側 は 黒い 水 の 流れる 運河 な の だ 。 明智 は 車 を 降り て 、 その 疑わしい 半 町 ほど を 一 往復 し て 入念 に しらべ て み た けれど 、 どこ の 隅っこ に も 、 人間 は おろか 犬 の 子 さえ も 見当ら なかっ た 。
rampo,すると 書生 の 一 人 が 、 それ に 答え た 。
rampo,そう いっ て 老 紳士 が さし 出し た の は 、 縁 なし の 近眼 鏡 で あっ た 。 葉子 は それ を も 、 ひとこと も 反問 し ない で 眼 に 当て た 。
rampo,そう いわ れ て 男 たち は 水槽 を のぞきこん だ が 、 いかにも その 中 に 浮い て いる の は 、 紛失 し た 剥製 人形 に 違い なかっ た 。
rampo,そう し て いる あいだ に 、 いつか 夜 が 明け た と 見え て 、 穴蔵 の 底 に も 、 人 の ざわめく け はい が 感じ られ 、 やがて 「 黒 トカゲ 」 の 部下 の 荒くれ 男 ども が 、 つながる よう に し て 、 檻 の 中 の 新来 の 客 を 見物 に 押し よせ て き た 。
rampo,そう し て いる と 、 突然 、 彼女 の 椅子 の うし ろ で 、 マダム と 呼ぶ 声 が し た 。
rampo,そう し て いる ところ へ 、 小間 使い が ドア から 顔 を 出し て 、 電話 を 知らせ た 。 大阪 の 店 から の 用件 らしい 。 岩瀬 氏 は 奥 の 居間 の 卓上 電話 へ と いそい で 出 て 行っ た 。 だが 、 さすが に 用心深く 、 書生 部屋 に 声 を かけ て 、 応接 室 の 早苗 さん を 注意 する よう に と 命じる こと を 忘れ なかっ た 。
rampo,そう し て いる ところ へ 、 雨宮 青年 を 探し に 行っ た 男 たち が ドヤドヤ 帰っ て き て 、 どこ を 探し て も 潤 ちゃん の 姿 が 見え ない と 報告 し た 。
rampo,そう だ と すれ ば 、 ここ に 例 の 「 人間 椅子 」 が ある わけ も わかっ て くる 。 そして 「 人間 椅子 」 が ある からには 、 その 中 に とじこめ られ て い た 早苗 さん も 、 今 は この 船内 の どこ か に 監禁 さ れ て いる の で は ない だろ う か 。
rampo,そう 命令 し ながら 、 男装 の 麗人 は 、 自動車 の ヘッド ・ ライト も テイル・ライト も 車内 の 豆 電 燈 も 、 すっかり 消し て しまっ た 。
rampo,そう 言い ながら 、 彼 は 娘 と 向かい合っ て 、 腰 を おろし て しまっ た 。
rampo,そう 言い ながら 、 彼 は 隅 の ベッド の 方 へ 廻っ て 来 そう に する ので 、 早苗 に なりすまし た 夫人 は 、 毛布 を 顎 まで かぶっ て 、 顔 を 電 燈 の 蔭 に そむけ て 、 うし ろ 向き の まま 、 さも 不機嫌 らしく 答え た 。
rampo,そういう 意味 が 、 一 度 一 度 ちがっ た 文句 、 ちがっ た 筆蹟 で 、 さも 恐ろしく 書き しるし て あっ た 。 手紙 の 数 が 増す に したがっ て 、 誘拐 の 日 が 一 日 一 日 と せまっ て くる よう に 感じ られ た 。
rampo,そういう 際 で は あっ た けれど 、 婚家 と の 約束 を 破る の も はばから れ た し 、 いや な 手紙 の 舞いこむ 自宅 を 、 しばらく 離れ て みる の も 好ましく 思わ れ た ので 、 岩瀬 氏 は 意 を 決して 旅 に 出る こと に し た 。
rampo,そうして 、 この 異様 な 男女 の 一 と 組 は 、 しばらく だまっ た まま 対座 し て い た が 、 夫人 は ふと そこ の デスク の 上 に おい て あっ た トランプ の 札 に 気づい て 、 睡 気 ざま し に 一 と 勝負 と 提議 し 、 明智 も 同意 し て 、 賊 を 待 つま の 、 奇妙 な トランプ 遊戯 が はじまっ た 。
rampo,そうして 、 事件 から まる 一昼夜 が 経過 し た けれど 、 人間 詰め 長椅子 の 行方 は 少し も 知れ なかっ た 。 生き て いる の か 死ん で しまっ た の か 、 美しい 早苗 さん の 姿 は 、 全く この世 から かき消さ れ て しまっ た よう に 感じ られ た 。
rampo,そうして 寒風 に 吹き さらさ れ ながら 、 しばらく 待っ て いる と 、 やがて 次 の エレベーター が 到着 し て 、 ガラガラ と 鉄 の 扉 の ひらく 音 とともに 、 一 人 の 奥様 らしい よそ おい の 、 金縁 の 目 が ね を かけ た 和服 の 婦人 が 、 展望 台 に 現われ 、 ニコニコ 笑い ながら 、 岩瀬 氏 の 方 へ 近づい て 来 た 。
rampo,そうして 電話 を 切ろ う と する と 、 今度 は 先方 から 、 意外 な 報告 が もたらさ れ た 。
rampo,そこ に うずくまっ て い た 男 は 、 香川 美 青年 で は なかっ た の だ 。 実に 意外 な こと に は 、 ここ に も また 、 解し がたき 人間 の 入れかえ が 行なわ れ て い た 。 で は 、 その 裸体 男 は 一体 何者 で あっ た か 。
rampo,そこ に は 、 支配人 を はじめ 三 人 の ボーイ が 、 ひどく 緊張 し て 見張り 番 を 勤め て い た の だ けれど 、 なに を いう に も 百 人 に 近い 泊り 客 、 そこ へ それぞれ そ と から の お客様 が ある の だ から 、 一 人 一 人 の 顔 を 見 覚え て いる わけ で は ない し 、 それ に 、 目ざす は 緑川 夫人 と 、 女 客 ばかり を 注意 し て い た もの だ から 、 ニッコリ え しゃく し て 通り過ぎ た この 青年 紳士 を 、 まさか それ と は 思い も よら ず 、 「 どうも お 騒がせ いたし まし て 」 と 、 丁寧 に お辞儀 まで し て 、 送り出し た の で あっ た 。
rampo,そこ は 、 天井 も 床 も 、 左右 の 壁 も 、 コンクリート で 固め た 、 長い 曲がり 曲がっ た 廊下 の よう な 場所 で あっ た 。 天井 から は 、 華美 な 切子 きりこガラス の シャンデリヤ が 下がっ て い た 。 その キラキラ と まぶしい 光 に 照らさ れ て 、 左右 の 壁 ぎわ に ズラリ と 並ん だ ガラス張り の 陳列 台 。 その 中 に は 、 あらゆる 形状 の 宝玉 が 、 シャンデリヤ の 光 を 受け て 、 無数 の 星 の よう に きらめい て い た 。
