game1 game2 game3 social1 social2 app1 app2 yes no
0 0 1 0 0 1 0 1 0
0 0 1 0 1 1 0 1 0
1 0 1 1 1 1 0 1 0
1 0 1 0 1 1 0 1 0
1 1 1 0 0 1 0 1 0
0 0 1 1 1 1 0 1 0
0 0 1 1 1 1 0 1 0
0 0 0 0 1 1 0 1 0
0 1 0 0 1 1 0 1 0
1 1 1 0 1 1 0 1 0
0 0 0 1 1 1 0 1 0
1 0 0 1 1 1 0 1 0
0 0 1 1 1 1 0 1 0
0 1 0 1 1 1 0 1 0
1 1 0 1 0 1 0 1 0
0 1 1 0 1 1 0 1 0
0 1 1 1 0 1 0 1 0
0 0 1 0 0 1 0 1 0
0 1 0 0 1 1 0 1 0
1 1 1 0 1 1 0 1 0
1 0 0 1 1 1 0 1 0
0 1 1 0 0 1 0 1 0
0 0 1 0 1 1 0 1 0
0 1 0 0 1 1 0 1 0
1 0 0 0 1 1 0 1 0
0 0 1 0 1 1 0 1 0
0 1 1 1 0 1 0 1 0
0 1 0 0 1 1 0 1 0
0 0 1 1 1 1 0 1 0
0 0 0 0 1 1 0 1 0
1 0 1 0 0 1 0 1 0
1 1 0 1 0 1 0 1 0
1 0 0 1 1 1 0 1 0
0 0 1 1 0 1 0 1 0
0 1 1 0 1 1 0 1 0
1 0 0 0 0 1 0 1 0
0 0 1 1 1 1 0 1 0
1 1 1 0 1 0 0 1 0
1 0 0 0 0 1 0 1 0
1 1 0 0 0 1 0 1 0
1 1 0 0 1 1 0 1 0
1 0 1 0 1 1 0 1 0
1 0 1 0 1 1 0 1 0
0 0 0 0 0 0 0 1 0
1 0 0 1 1 0 0 1 0
1 1 1 1 1 1 0 1 0
1 1 0 0 1 1 0 1 0
1 1 0 0 0 1 0 1 0
1 1 1 0 0 0 0 1 0
0 0 1 1 0 1 0 1 0
1 1 1 0 1 1 0 1 0
0 1 0 0 1 1 0 1 0
1 0 1 1 0 1 0 1 0
1 0 0 0 1 1 0 1 0
0 1 1 0 1 1 0 1 0
1 0 1 0 1 1 0 1 0
0 0 1 0 0 1 0 1 0
1 0 1 1 1 1 0 1 0
1 0 1 1 0 1 0 1 0
1 1 1 0 0 1 0 1 0
0 1 0 1 1 1 0 1 0
1 0 1 0 1 1 0 1 0
0 1 0 1 0 1 0 1 0
0 1 1 1 1 1 0 1 0
1 1 1 0 1 1 0 1 0
1 0 0 0 1 1 0 1 0
1 1 0 1 1 1 0 1 0
1 0 0 0 1 1 0 1 0
1 0 1 1 1 1 0 1 0
1 0 1 0 0 1 0 1 0
1 1 1 0 0 1 0 1 0
1 0 0 1 1 1 0 1 0
1 0 0 0 1 1 0 1 0
1 0 0 0 1 1 0 1 0
1 1 0 0 1 1 0 1 0
1 0 1 0 1 1 0 1 0
1 0 0 0 1 1 0 1 0
0 0 0 0 1 1 0 1 0
0 0 0 1 1 1 0 1 0
1 0 0 1 1 1 0 1 0
0 0 0 0 0 1 0 1 0
1 0 1 0 1 1 0 1 0
1 0 0 1 1 1 0 1 0
0 1 0 0 1 1 0 1 0
1 1 1 0 1 1 0 1 0
0 0 1 1 1 1 0 1 0
1 0 0 0 1 1 0 1 0
0 1 1 1 0 1 0 1 0
1 0 0 1 1 1 0 1 0
1 0 1 1 1 1 0 1 0
1 0 1 0 0 1 0 1 0
1 1 1 1 1 1 0 1 0
0 0 1 0 0 0 0 1 0
1 1 1 0 0 1 0 1 0
1 1 0 0 1 1 0 1 0
0 1 1 0 0 1 0 1 0
1 0 0 0 0 1 0 1 0
1 1 1 0 0 1 0 1 0
0 1 1 0 1 1 0 1 0
0 1 0 1 0 1 0 1 0
1 0 0 0 1 1 0 1 0
0 0 0 0 0 1 0 1 0
1 1 0 1 1 1 0 1 0
0 1 1 0 1 1 0 1 0
1 1 1 1 0 1 0 1 0
1 1 0 0 1 1 0 1 0
0 1 0 1 1 1 0 1 0
1 1 0 1 1 1 0 1 0
1 1 1 0 0 1 0 1 0
1 1 1 0 1 1 1 1 0
0 1 0 1 0 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 0 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 0 1 1 1 1 1 1 0
1 1 1 0 0 1 1 1 0
1 0 0 1 0 1 1 1 0
0 0 1 1 1 1 1 1 0
1 0 0 0 1 0 1 1 0
0 0 0 0 1 1 1 1 0
1 1 0 0 0 1 1 1 0
0 0 1 1 1 1 1 1 0
0 1 0 0 1 1 1 1 0
0 0 1 0 0 1 1 1 0
1 0 1 1 1 1 1 1 0
1 1 1 1 0 1 1 1 0
1 0 0 0 0 1 1 1 0
1 1 1 0 1 1 1 1 0
1 1 1 0 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 0 1 1 0 1 1 1 0
1 1 1 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 1 1 0 1 1 1 0
0 0 1 1 0 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 1 1 0 1 1 1 0
0 0 0 1 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 1 1 0 1 1 1 0
0 0 0 1 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 0 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
0 1 0 0 0 1 1 1 0
0 0 1 1 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 1 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 0 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 0 0 0 1 1 1 0
1 1 1 0 1 1 1 1 0
1 0 1 1 0 1 1 1 0
1 0 1 0 0 1 1 1 0
0 1 0 0 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0
0 1 1 1 0 1 1 1 0
0 1 0 1 0 1 1 1 0
1 1 1 0 1 0 1 1 0
1 0 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
0 0 1 1 1 1 1 1 0
0 0 1 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 0 0 1 0 1 1 0
1 0 0 1 1 1 1 1 0
0 0 1 1 0 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 0 0 0 0 1 1 0
0 0 1 0 1 1 1 1 0
1 1 1 0 0 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 0 1 1 1 1 1 0
0 0 1 0 0 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 1 0 1 1 1 0
1 0 0 0 0 0 1 1 0
1 1 1 1 1 1 1 1 0
0 0 1 1 1 0 1 1 0
1 0 1 1 1 1 1 1 0
1 1 0 0 0 1 1 1 0
1 0 1 0 0 0 1 1 0
1 1 1 1 0 1 1 1 0
1 1 0 0 1 1 1 1 0
0 1 1 0 0 1 1 1 0
1 1 1 1 1 1 1 1 0
1 0 0 0 1 0 1 1 0
0 1 1 0 1 1 1 1 0
0 1 0 1 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 1 0 0 0 1 1 1 0
1 1 1 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
0 1 0 0 0 1 1 1 0
1 1 0 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 0 1 0 0 1 1 1 0
0 0 1 0 1 1 1 1 0
1 0 0 0 0 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 0 0 0 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 0 1 1 0 1 1 0
0 1 1 0 1 0 1 1 0
1 1 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 0 1 0 1 1 1 0
1 1 1 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 0 1 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 1 0 0 0 1 1 1 0
0 0 1 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 0 1 1 1 1 1 0
0 0 0 1 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 1 1 1 0 1 1 1 0
0 0 1 0 1 1 1 1 0
1 1 1 1 1 0 1 1 0
0 0 1 0 0 1 1 1 0
0 1 0 0 1 1 1 1 0
0 0 0 0 1 0 1 1 0
0 0 1 0 0 1 1 1 0
0 0 1 1 1 0 1 1 0
0 0 1 1 1 1 1 1 0
1 1 1 0 1 1 1 1 0
0 0 1 0 1 1 1 1 0
0 0 1 1 1 1 1 1 0
1 1 1 1 1 0 1 1 0
0 0 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 0 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 0 1 0 1 1 1 0
0 0 1 0 0 1 1 1 0
0 1 1 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 1 1 0 1 1 1 1 0
0 0 0 1 1 0 1 1 0
1 0 1 1 1 1 1 1 0
1 1 0 0 1 1 1 1 0
0 1 1 1 0 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 1 0 1 1 1 1 0
0 1 1 1 0 1 1 1 0
0 1 1 1 1 1 1 1 0
0 0 1 1 1 1 1 1 0
0 0 0 1 0 1 1 1 0
1 0 1 1 1 1 1 1 0
1 1 0 0 1 1 1 1 0
0 0 1 1 0 1 1 1 0
1 1 1 0 1 1 1 1 0
1 0 1 1 0 1 1 1 0
0 0 0 1 1 1 1 1 0
0 1 0 1 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 1 0 0 1 1 0
1 0 0 0 0 1 1 1 0
1 1 0 1 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 1 0 1 1 1 0
0 1 0 0 1 1 1 1 0
0 0 1 1 0 1 1 1 0
1 1 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 0
1 1 0 0 1 0 1 1 0
0 0 0 0 0 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
1 0 0 1 0 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 1 1 1 0 1 1 0
1 0 0 0 0 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 1 0 1 0 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 0 0 1 0 1 1 1 0
0 0 1 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 0 1 0 1 1 0
1 1 0 0 1 0 1 1 0
1 0 0 1 1 1 1 1 0
1 0 1 1 0 1 1 1 0
1 1 1 0 1 0 1 1 0
0 1 0 1 1 1 1 1 0
1 0 1 0 0 1 1 1 0
0 0 0 1 1 1 1 1 0
1 1 1 1 0 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 1 1 0 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 1 0 0 0 1 1 0
1 1 1 0 0 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 0 1 0 1 1 1 0
1 0 0 0 0 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 1 0 0 1 0 1 1 0
1 0 0 0 0 1 1 1 0
0 0 1 1 1 1 1 1 0
0 1 0 0 1 1 1 1 0
0 1 0 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 0 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 1 0 0 0 1 1 0
1 0 1 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 1 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 1 1 1 0 1 1 1 0
0 0 0 1 1 1 1 1 0
1 1 1 0 1 1 1 1 0
0 1 0 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 1 0 0 1 1 1 0
1 0 0 0 0 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 1 0 0 1 1 1 0
0 0 1 1 1 0 1 1 0
1 0 1 0 1 1 1 1 0
0 0 1 0 0 1 1 1 0
0 0 1 1 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 0 1 1 1 1 1 1 0
1 1 0 0 0 1 1 1 0
1 0 0 1 0 1 1 1 0
0 0 0 0 0 1 1 1 0
1 0 1 1 1 1 1 1 0
0 0 1 0 1 1 1 1 0
1 0 1 0 0 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 1 1 1 0 1 1 0
0 0 1 0 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 1 0 0 1 1 1 0
0 0 0 1 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 0 0 1 1 0 1 1 0
0 0 1 0 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 1 1 0 1 1 1 0
0 0 0 0 0 1 1 1 0
1 1 1 1 1 1 1 1 0
0 0 0 1 1 0 1 1 0
1 0 0 0 0 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 0 1 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 1 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 1 0 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 1 0 0 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
1 0 1 0 0 1 1 1 0
1 1 1 1 1 1 1 1 0
0 0 1 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 1 1 0 1 1 1 0
1 0 0 1 0 1 1 1 0
1 0 1 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 1 0 0 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 1 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 0 0 0 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 1 1 0 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 1 0 0 1 1 1 0
0 1 0 1 1 1 1 1 0
1 0 0 1 0 1 1 1 0
1 0 0 1 0 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 1 1 0 0 1 1 1 0
1 1 1 1 1 1 1 1 0
0 1 0 0 0 0 1 1 0
0 1 0 1 0 1 1 1 0
1 0 1 0 0 1 1 1 0
1 0 1 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 1 0 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 0 0 1 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 1 0 1 1 1 0
0 0 1 1 0 1 1 1 0
0 0 1 0 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 0 0 1 1 1 1 1 0
1 1 1 0 1 1 1 1 0
1 0 0 0 0 1 1 1 0
1 0 1 0 0 1 1 1 0
0 0 0 0 1 1 1 1 0
0 1 0 1 1 0 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 0 0 1 1 1 0
0 1 0 1 0 1 1 1 0
0 0 1 1 1 1 1 1 0
1 1 1 0 1 1 1 1 0
1 1 1 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 1 0 1 0 1 1 1 0
0 0 0 0 1 1 1 1 0
0 1 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 1 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 1 1 0 1 1 1 0
1 1 0 0 0 0 1 1 0
0 0 0 0 0 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 0 1 0 1 1 1 0
1 1 1 1 1 1 1 1 0
0 0 0 0 1 0 1 1 0
0 0 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 1 1 0 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 0 0 0 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 1 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 1 1 1 0 1 1 1 0
1 1 1 1 0 1 1 1 0
1 1 0 0 0 1 1 1 0
0 1 0 0 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 0 0 1 0 1 1 1 0
1 1 1 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
0 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 1 0 1 0 1 1 1 0
1 1 1 1 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
0 1 1 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 1 0 1 0 0 1 1 0
1 0 0 1 1 1 1 1 0
1 1 1 0 1 1 1 1 0
0 0 1 1 1 1 1 1 0
1 0 1 0 0 1 1 1 0
0 1 0 1 1 1 1 1 0
0 1 1 0 0 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 1 0 1 1 1 1 0
0 0 1 1 0 1 1 1 0
0 0 0 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 1 1 0 0 1 1 1 0
0 0 0 1 1 1 1 1 0
0 0 0 0 0 1 1 1 0
0 0 1 0 0 1 1 1 0
1 1 0 0 0 0 1 1 0
1 0 0 1 0 0 1 1 0
0 1 1 1 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 0 1 1 0 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 1 0 0 1 1 1 0
1 0 0 1 1 0 1 1 0
1 0 1 1 1 1 1 1 0
0 0 0 1 0 1 1 1 0
1 1 0 1 1 1 1 1 0
0 1 0 0 0 1 1 1 0
1 0 0 0 0 1 1 1 0
0 0 1 0 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 1 0 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 1 0 1 1 1 1 0
1 1 1 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 0 0 1 1 1 1 0
0 1 1 0 0 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 0 0 0 0 1 1 0
0 1 1 0 1 1 1 1 0
1 1 1 1 0 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 0 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 1 0 1 1 1 0
0 0 1 1 1 1 1 1 0
0 1 1 1 1 1 1 1 0
0 1 0 0 1 0 1 1 0
1 1 1 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0
0 1 0 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
0 1 1 0 0 0 1 1 0
1 0 0 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 1 1 0 1 0 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 1 1 0 1 1 1 1 0
1 1 0 1 0 1 1 1 0
1 0 0 1 1 0 1 1 0
0 1 1 0 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 0 0 1 1 0 1 1 0
1 0 1 1 1 1 1 1 0
0 0 0 0 0 1 1 1 0
1 0 0 1 0 1 1 1 0
1 1 1 0 0 0 1 1 0
0 1 1 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 0 0 0 1 1 1 0
0 0 1 1 0 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 1 1 1 1 1 1 1 0
0 0 1 0 1 1 1 1 0
0 0 1 0 1 1 1 1 0
0 0 1 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 0 0 0 0 1 1 0
1 1 0 0 1 1 1 1 0
0 1 0 0 0 1 1 1 0
1 0 1 0 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 0 0 1 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
0 1 0 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 0 1 0 0 1 1 1 0
0 1 1 1 1 1 1 1 0
0 0 0 0 0 1 1 1 0
1 1 0 1 0 1 1 1 0
1 1 1 1 1 1 1 1 0
0 0 1 0 0 1 1 1 0
0 1 0 1 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 1 0 0 1 1 1 0
1 0 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 0 0 1 1 1 0
0 0 1 0 1 1 1 1 0
0 1 0 1 0 1 1 1 0
1 0 1 0 0 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 0 0 1 0 1 1 0
0 0 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 1 0 0 1 1 1 0
0 0 1 0 0 1 1 1 0
1 1 0 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 0 1 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 0 0 1 0 1 1 0
1 1 0 0 0 1 1 1 0
0 0 1 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 0 0 1 1 1 1 0
0 0 0 0 0 0 1 1 0
1 0 0 0 1 1 1 1 0
1 1 0 0 1 1 1 1 0
1 1 1 0 0 1 1 1 0
1 0 1 0 0 0 1 1 0
0 0 1 0 0 1 1 1 0
0 0 1 1 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
0 1 1 1 1 0 1 1 0
1 0 1 0 0 1 1 1 0
1 1 0 0 0 1 1 1 0
0 0 0 1 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 0 0 1 1 1 1 1 0
1 1 0 0 1 1 1 1 0
0 0 0 1 0 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 1 0 0 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 1 0 1 1 1 0
1 0 0 1 0 1 1 1 0
1 0 1 0 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 1 0 0 1 1 1 0
1 1 1 1 1 1 1 1 0
1 0 1 0 0 1 1 1 0
0 1 1 0 1 1 1 1 0
0 1 0 0 1 1 1 1 0
1 1 0 1 0 1 1 1 0
1 0 1 1 1 1 1 1 0
0 0 1 1 1 1 1 1 0
0 1 1 1 0 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 1 0 1 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 0 1 1 1 1 1 0
1 0 1 1 0 1 1 1 0
0 1 0 0 1 1 1 1 0
1 1 1 1 1 1 1 1 0
1 0 1 1 1 0 1 1 0
1 0 0 1 1 1 1 1 0
0 0 1 0 0 1 1 1 0
0 0 1 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 1 1 0 0 0 1 1 0
0 0 0 1 1 1 1 1 0
0 1 0 1 0 1 1 1 0
1 1 1 1 1 1 1 1 0
1 0 1 0 1 1 1 1 0
0 1 1 1 1 1 1 1 0
1 0 0 0 0 1 1 1 0
0 0 0 0 1 1 1 1 0
1 0 1 1 1 0 1 1 0
0 0 1 0 1 1 1 1 0
1 0 1 1 1 1 1 1 0
1 1 1 0 1 1 1 1 0
1 1 1 1 0 0 1 1 0
0 1 1 0 0 1 1 1 0
1 0 1 1 0 1 1 1 0
1 0 0 1 1 1 1 1 0
0 0 1 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 1 1 0 1 1 1 1 0
1 1 0 1 1 1 1 1 0
1 0 0 0 1 1 1 1 0
1 0 0 0 1 1 1 1 0
0 0 0 1 0 1 1 1 0
1 1 0 0 0 1 1 1 0
0 0 0 1 0 1 1 1 0
1 0 1 0 1 1 1 1 0
