Date	ca	fr	ge	it	jp	uk	us
2005/9/28	1261.104	1543.374	1364.688	500.035	2703.646	1208.682	1146.632
2005/9/29	1267.867	1537.859	1357.67	498.94	2767.316	1205.082	1156.807
2005/9/30	1279.773	1551.063	1368.995	500.673	2731.046	1210.396	1158.745
2005/10/3	1284.78	1539.308	1361.793	495.112	2705.661	1205.37	1157.395
2005/10/4	1258.984	1551.302	1380.06	492.925	2728.732	1208.053	1145.624
2005/10/5	1223.557	1534.83	1363.703	486.939	2714.45	1193.528	1128.475
2005/10/6	1200.282	1538.331	1369.284	490.376	2645.846	1189.264	1123.611
2005/10/7	1215.679	1533.831	1364.812	486.006	2641.562	1178.046	1127.76
2005/10/10	1215.679	1527.332	1360.398	483.457	2630.929	1175.595	1119.727
2005/10/11	1212.792	1526.578	1357.495	480.786	2695.592	1173.339	1117.466
2005/10/12	1203.096	1518.763	1347.462	479.525	2692.01	1168.474	1109.922
2005/10/13	1184.052	1490.843	1326.226	470.928	2680.025	1149.774	1109.209
2005/10/14	1187.598	1510.684	1348.721	478.224	2681.688	1163.548	1118.517
2005/10/17	1203.56	1508.534	1345.213	476.465	2654.99	1157.48	1121.882
2005/10/18	1173.552	1486.795	1326.411	467.173	2633.83	1148.792	1110.406
2005/10/19	1193.875	1464.338	1304.938	461.164	2612.303	1136.912	1126.931
2005/10/20	1167.323	1469.821	1309.655	461.804	2620.612	1142.252	1110.402
2005/10/21	1170.122	1466.589	1305.825	464.849	2618.101	1139.788	1113.331
2005/10/24	1174.496	1481.293	1318.923	465.704	2607.039	1150.229	1132.02
2005/10/25	1186.203	1488.216	1324.294	468.854	2654.763	1155.311	1129.176
2005/10/26	1183.088	1490.151	1329.708	470.069	2654.794	1159.217	1123.913
2005/10/27	1178.789	1471.238	1311.438	462.248	2695.656	1154.251	1111.854
2005/10/28	1179.906	1462.415	1311.126	461.811	2670.328	1155.915	1130.026
2005/10/31	1186.824	1484.402	1326.709	465.346	2697.892	1172.73	1138.512
2005/11/1	1186.717	1485.379	1326.277	465.23	2746.229	1172.863	1134.767
2005/11/2	1211.607	1492.426	1343.403	470.618	2747.481	1186.528	1146.881
2005/11/3	1223.068	1510.656	1352.578	474.36	2740.443	1203.165	1152.199
2005/11/4	1225.154	1486.288	1326.446	466.959	2756.549	1183.317	1152.581
2005/11/7	1211.537	1484.859	1332.504	467.55	2770.613	1187.238	1155.106
2005/11/8	1203.941	1480.558	1324.737	464.472	2783.412	1185.441	1150.888
2005/11/9	1210.245	1469.964	1321.844	463.746	2766.047	1181.518	1152.606
2005/11/10	1199.029	1469.727	1323.178	464.196	2746.221	1182.427	1162.446
2005/11/11	1208.526	1482.965	1336.733	468.256	2763.507	1186.629	1166.098
2005/11/14	1204.962	1486.88	1337.008	466.894	2718.362	1186.584	1165.35
2005/11/15	1198.935	1482.236	1337.455	465.581	2700.424	1176.364	1161.054
2005/11/16	1214.244	1470.588	1328.332	465.112	2722.412	1161.874	1163.299
2005/11/17	1218.983	1483.139	1340.929	470.898	2784.384	1171.91	1174.839
2005/11/18	1213.105	1491.448	1345.304	472.266	2812.284	1175.3	1179.907
2005/11/21	1234.716	1505.791	1360.247	474.244	2825.811	1179.099	1186.319
2005/11/22	1249.178	1502.487	1358.647	474.049	2808	1177.966	1192.522
2005/11/23	1258.334	1520.843	1372.334	480.156	2820.541	1188.229	1196.84
2005/11/24	1276.422	1512.279	1370.607	478.854	2805.086	1185.917	1196.84
2005/11/25	1271.19	1509.591	1366.43	477.347	2805.778	1183.18	1199.446
2005/11/28	1264.447	1509.145	1368.392	477.363	2845.209	1176.153	1188.798
2005/11/29	1262.422	1509.456	1371.77	477.075	2833.493	1177.415	1188.809
2005/11/30	1248.918	1506.468	1373.364	474.934	2812.805	1172.643	1181.544
2005/12/1	1268.489	1519.137	1383.292	477.911	2836.765	1185.967	1196.168
2005/12/2	1277.131	1525.748	1391.083	478.718	2877.032	1195.141	1196.71
2005/12/5	1282.766	1531.216	1388.113	480.284	2891.838	1196.159	1193.491
2005/12/6	1295.586	1541.924	1398.66	483.579	2878.765	1203.239	1194.711
2005/12/7	1298.135	1530.136	1383.542	482.042	2897.383	1197.742	1188.688
2005/12/8	1303.06	1547.094	1400.404	487.331	2849.986	1209.092	1187.706
2005/12/9	1298.023	1545.256	1399.551	486.662	2892.855	1210.321	1190.951
2005/12/12	1301.1	1564.56	1417.892	492.43	2953.022	1218.631	1192.547
2005/12/13	1307.971	1568.311	1418.029	492.533	2969.095	1218.127	1199.271
2005/12/14	1302.726	1575.229	1424.392	497.309	2995.478	1223.587	1204.147
2005/12/15	1293.898	1564.096	1418.095	493.913	2967.814	1211.002	1202.355
2005/12/16	1299.627	1580.925	1441.529	499.536	2981.231	1224.821	1198.916
2005/12/19	1297.092	1577.243	1439.954	499.561	2993.605	1219.875	1191.211
2005/12/20	1289.096	1565.892	1428.451	498.176	3016.975	1219.568	1191.236
2005/12/21	1295.556	1571.244	1428.14	498.677	3046.014	1214.162	1194.188
2005/12/22	1300.727	1577.873	1434.881	501.261	3071.626	1214.7	1199.21
2005/12/23	1301.206	1580.049	1440.967	500.552	3079.944	1211.675	1199.721
2005/12/26	1301.206	1580.049	1440.967	500.552	3097.88	1211.675	1199.721
2005/12/27	1294.274	1583.44	1447.268	501.419	3054.317	1211.325	1188.267
2005/12/28	1307.626	1586.382	1454.067	503.952	3078.55	1213.299	1189.917
2005/12/29	1309.665	1582.397	1448.253	502.205	3084.439	1216.417	1186.309
2005/12/30	1302.206	1558.062	1429.844	496.627	3052.978	1205.642	1180.64
2006/1/2	1302.206	1571.532	1440.903	500.064	3052.978	1205.642	1180.64
2006/1/3	1337.941	1603.298	1466.786	509.95	3089.228	1234.567	1200.101
2006/1/4	1349.585	1638.804	1497.284	518.142	3144.493	1256.037	1204.847
2006/1/5	1337.677	1638.371	1495.645	515.464	3178.43	1247.894	1205.041
2006/1/6	1347.496	1656.515	1507.787	521.143	3208.432	1267.986	1216.787
2006/1/9	1334.322	1649.815	1499.152	515.464	3217.415	1262.346	1221.393
2006/1/10	1343.731	1644.73	1487.712	513.977	3159.006	1254.37	1221.292
2006/1/11	1350.003	1658.444	1502.429	520.215	3192.139	1260.51	1225.4
2006/1/12	1344.23	1651.196	1497.761	518.971	3218.743	1261.715	1217.348
2006/1/13	1347.102	1642.771	1488.025	514.948	3205.298	1262.291	1218.709
2006/1/16	1364.48	1650.721	1502.287	521.844	3161.313	1265.123	1218.709
2006/1/17	1353.672	1627.862	1481.139	515.506	3071.063	1250.583	1214.178
2006/1/18	1329.808	1619.881	1468.39	512.94	2991.637	1245.104	1209.146
2006/1/19	1349.336	1636.175	1480.702	513.839	3073.823	1250.83	1215.961
2006/1/20	1358.262	1619.381	1456.359	507.623	3083.83	1246.482	1193.052
2006/1/23	1377.706	1637.514	1478.65	516.851	3039.616	1259.876	1195.62
2006/1/24	1364.831	1636.451	1474.983	514.087	3079.353	1253.865	1199.266
2006/1/25	1371.393	1648.294	1499.729	517.976	3058.027	1271.427	1196.521
2006/1/26	1381.43	1675.244	1531.842	524.967	3095.897	1275.286	1205.172
2006/1/27	1398.167	1686.121	1541.556	522.798	3168.505	1279.943	1214.108
2006/1/30	1412.738	1672.304	1537.27	520.043	3176.148	1274.879	1215.627
2006/1/31	1415.816	1684.294	1547.81	522.507	3206.829	1276.991	1211.664
2006/2/1	1418.046	1695.38	1557.854	524.906	3156.332	1287.955	1213.232
2006/2/2	1411.669	1668.645	1534.767	517.635	3172.28	1275.693	1202.037
2006/2/3	1407.344	1659.204	1525.636	513.128	3144.353	1264.815	1195.599
2006/2/6	1426.801	1655.921	1525.344	518.902	3157.654	1260.782	1196.725
2006/2/7	1389.458	1651.903	1523.121	516.055	3174.599	1247.839	1186.779
2006/2/8	1376.352	1638.513	1520.969	516.044	3081.801	1244.643	1196.603
2006/2/9	1382.156	1659.919	1542.025	521.269	3105.959	1261.248	1194.541
2006/2/10	1366.539	1639.344	1528.414	514.88	3090.678	1255.577	1197.493
2006/2/13	1352.319	1654.3	1541.517	517.989	3019.187	1259.969	1192.642
2006/2/14	1364.884	1650.484	1538.567	515.804	3065.326	1249.544	1204.348
2006/2/15	1358.577	1646.014	1542.182	517.62	3041.93	1259.986	1208.595
2006/2/16	1367.664	1654.838	1547.011	520.579	3056.04	1261.749	1217.709
2006/2/17	1383.819	1668.115	1554.446	524.392	2996.89	1268.844	1215.581
2006/2/20	1399.313	1665.221	1558.031	528.131	2947.688	1275.153	1215.581
2006/2/21	1396.565	1662.149	1553.326	527.601	3002.837	1272.436	1211.64
2006/2/22	1390.616	1672.995	1565.883	531.822	3002.336	1272.945	1220.577
2006/2/23	1378.619	1678.498	1570.53	532.29	3097.441	1273.423	1216.407
2006/2/24	1385.621	1680.132	1567.639	531.733	3115.863	1273.652	1218.22
2006/2/27	1386.559	1681.961	1578.497	533.025	3166.522	1273.602	1222.882
2006/2/28	1388.604	1665.81	1555.607	527.21	3178.952	1264.279	1210.228
2006/3/1	1403.616	1686.784	1574.71	529.538	3126.599	1276.416	1220.223
2006/3/2	1424.021	1679.863	1560.129	524.909	3118.747	1268.665	1218.537
2006/3/3	1427.419	1677.347	1548.275	527.45	3071.228	1278.325	1216.739
2006/3/6	1412.647	1683.458	1557.129	532.662	3071.633	1286.592	1208.168
2006/3/7	1394.488	1659.133	1535.919	525.642	3048.428	1267.241	1205.465
2006/3/8	1375.522	1655.724	1522.136	524.936	3024.57	1257.638	1207.328
2006/3/9	1372.98	1668.536	1537.71	529.891	3093.734	1268.598	1201.073
2006/3/10	1378.699	1682.437	1551.205	532.067	3064.749	1270.77	1209.411
2006/3/13	1385.78	1702.295	1570.939	537.797	3112.732	1284.567	1211.757
2006/3/14	1402.185	1717.296	1586.495	543.818	3137.042	1296.254	1224.593
2006/3/15	1414.781	1723.717	1596.254	546.088	3138.624	1298.933	1229.965
2006/3/16	1419.662	1740.303	1611.853	552.06	3110.551	1312.689	1231.679
2006/3/17	1400.659	1747.456	1611.177	550.682	3172.189	1312.486	1233.88
2006/3/20	1387.613	1748.342	1617.088	552.536	3215.183	1311.896	1231.965
2006/3/21	1390.266	1739.263	1608.392	550.263	3194.306	1305.791	1224.335
2006/3/22	1391.604	1754.271	1612.394	549.156	3191.041	1309.583	1231.387
2006/3/23	1394.109	1738.547	1601.443	539.864	3156.009	1296.886	1228.688
2006/3/24	1407.254	1750.822	1612.279	540.342	3174.276	1311.152	1230.441
2006/3/27	1396.578	1735.68	1599.632	534.355	3214.234	1302.885	1228.94
2006/3/28	1393.5	1739.122	1600.658	533.226	3205.169	1296.428	1221.375
2006/3/29	1408.306	1736.472	1595.253	532.904	3204.691	1289.882	1230.924
2006/3/30	1426.698	1775.335	1632.814	545.965	3257.028	1309.836	1228.549
2006/3/31	1407.678	1763.98	1624.105	539.968	3243.41	1290.864	1224.079
2006/4/3	1414.404	1776.885	1639.984	545.235	3290.907	1304.535	1226.344
2006/4/4	1418.696	1782.209	1658.466	548.556	3294.228	1313.68	1233.651
2006/4/5	1438.629	1789.22	1663.669	554.663	3288.226	1317.429	1238.955
2006/4/6	1454.471	1784.954	1659.726	552.006	3345.55	1319.495	1236.529
2006/4/7	1450.426	1754.158	1623.721	541.545	3351.868	1308.094	1224.191
2006/4/10	1455.816	1757.311	1634.969	548.29	3328.237	1317.785	1224.959
2006/4/11	1443.726	1733.646	1612.376	537.619	3308.683	1309.177	1215.503
2006/4/12	1437.429	1721.598	1607.872	537.371	3262.215	1308.697	1216.729
2006/4/13	1442.075	1723.57	1606.426	535.115	3265.247	1315.565	1217.781
2006/4/14	1442.075	1723.57	1606.426	535.115	3266.776	1315.565	1217.781
2006/4/17	1459.694	1750.945	1631.94	543.614	3244.694	1331.485	1214.207
2006/4/18	1478.799	1748.739	1625.803	541.797	3285.019	1337.71	1234.991
2006/4/19	1490.189	1777.233	1657.455	551.961	3295.147	1356.623	1237.42
2006/4/20	1463.185	1789.643	1670.855	554.964	3308.981	1346.631	1238.852
2006/4/21	1482.141	1809.753	1684.284	558.198	3344.372	1361.475	1238.154
2006/4/24	1468.019	1804.541	1683.906	551.012	3315.489	1354.278	1235.627
2006/4/25	1476.218	1813.598	1690.052	553.078	3331.539	1356.261	1229.969
2006/4/26	1480.98	1825.035	1702.458	558.947	3335.151	1360.446	1233.258
2006/4/27	1470.932	1826.936	1705.355	560.351	3371.305	1362.942	1237.863
2006/4/28	1475.488	1823.894	1697.227	558.239	3336.864	1365.085	1238.714
2006/5/1	1485.641	1827.079	1700.191	559.214	3375.529	1375.75	1233.515
2006/5/2	1501.856	1848.752	1713.786	565.802	3410.248	1393.781	1240.44
2006/5/3	1489.64	1827.451	1687.946	560.742	3397.642	1378.507	1235.64
2006/5/4	1483.157	1852.355	1709.295	567.421	3400.186	1390.959	1240.096
2006/5/5	1501.077	1878.673	1723.584	573.749	3436.353	1411.177	1253.215
2006/5/8	1496.75	1874.688	1725.476	574.797	3500.201	1405.028	1252.521
2006/5/9	1514.915	1892.117	1734.693	580.599	3496.802	1418.691	1252.843
2006/5/10	1512.775	1885.53	1731.256	580.642	3470.191	1412.065	1250.605
2006/5/11	1493.569	1883.189	1715.619	580.241	3438.899	1413.839	1234.74
2006/5/12	1471.394	1850.593	1684.079	574.177	3398.748	1391.603	1220.539
2006/5/15	1439.074	1811.381	1657.866	565.14	3391.78	1369.43	1223.292
2006/5/16	1441.213	1820.473	1657.493	566.905	3323.254	1373.716	1221.023
2006/5/17	1420.776	1753.44	1594.25	548.596	3359.815	1333.586	1200.385
2006/5/18	1389.673	1752.281	1597.51	549.406	3278.829	1335.115	1192.249
2006/5/19	1388.151	1750.731	1586.011	547.115	3244.42	1318.963	1197.072
2006/5/22	1396.204	1717.429	1560.182	533.252	3198.304	1296.02	1192.123
2006/5/23	1392.47	1766.203	1602.97	541.832	3148.195	1332.229	1186.693
2006/5/24	1370.022	1730.393	1566.791	534.902	3170.024	1300.075	1188.478
2006/5/25	1425.055	1760.507	1600.587	543.298	3139.24	1323.45	1202.109
2006/5/26	1433.339	1787.69	1617.325	546.613	3180.952	1338.774	1208.821
2006/5/29	1449.816	1783.837	1613.384	547.458	3187.98	1341.553	1208.821
2006/5/30	1437.535	1758.583	1592.122	542.188	3203.204	1328.181	1189.808
2006/5/31	1434.227	1765.005	1605.479	550.318	3128.649	1333.448	1199.466
2006/6/1	1447.836	1767.755	1607.026	552.181	3133.654	1337.035	1214.593
2006/6/2	1460.677	1788.926	1614.203	556.228	3208.012	1354.39	1217.173
2006/6/5	1429.115	1775.04	1596.327	555.447	3175.094	1346.767	1195.235
2006/6/6	1407.813	1714.545	1544.308	541.326	3075.315	1312.251	1193.167
2006/6/7	1387.409	1718.415	1549.673	544.64	3004.623	1316.658	1185.418
2006/6/8	1367.019	1649.736	1485.955	527.974	2891.414	1272.299	1186.492
2006/6/9	1383.507	1680.74	1509.508	535.113	2934.807	1296.872	1181.517
2006/6/12	1366.384	1657.146	1482.815	527.276	2937.313	1288.718	1165.614
2006/6/13	1319.779	1615.447	1449.098	519.065	2808.462	1261.741	1153.262
2006/6/14	1327.791	1623.651	1458.449	519.587	2831.12	1266.133	1159.22
2006/6/15	1352.2	1666.435	1494.579	528.642	2865.974	1294.463	1184.728
2006/6/16	1345.931	1658.351	1482.614	525.173	2961.626	1289.346	1180.453
2006/6/19	1319.203	1659.39	1490.706	519.546	2930.933	1286.897	1169.323
2006/6/20	1326.464	1675.438	1507.73	522.908	2911.119	1296.653	1168.804
2006/6/21	1354.096	1685.953	1519.035	528.135	2903.559	1298.893	1181.075
2006/6/22	1341.634	1687.263	1519.83	526.613	2968.279	1293.545	1174.538
2006/6/23	1348.307	1684.95	1511.636	525.704	2953.131	1289.129	1174.411
2006/6/26	1365.718	1687.196	1511.912	525.203	2958.489	1285.774	1180.141
2006/6/27	1356.406	1682.315	1501.825	524.54	2962.668	1283.764	1169.278
2006/6/28	1357.71	1673.928	1492.053	523.174	2917.125	1284.445	1175.393
2006/6/29	1395.261	1710.825	1527.87	530.944	2964.905	1306.529	1201.231
2006/6/30	1408.683	1775.867	1586.719	546.987	3092.832	1343.103	1199.293
2006/7/3	1409.443	1782.687	1598.096	551.059	3093.031	1350.561	1208.969
2006/7/4	1434.064	1782.203	1602.513	552.018	3111.93	1352.324	1208.969
2006/7/5	1410.561	1747.975	1563.346	541.71	3057.289	1330.149	1199.495
2006/7/6	1411.638	1769.981	1586.254	547.528	3038.972	1345.868	1202.29
2006/7/7	1411.628	1775.364	1590.047	548.75	3073.306	1355.366	1193.879
2006/7/10	1399.758	1773.129	1586.215	547.808	3113.257	1349.758	1195.062
2006/7/11	1408.655	1750.887	1562.857	542.921	3090.838	1342.035	1199.742
2006/7/12	1397.813	1753.149	1560.496	541.295	3014.67	1335.008	1186.494
2006/7/13	1383.721	1723.455	1529.49	534.167	2998.308	1320.396	1170.903
2006/7/14	1391.985	1692.446	1492.995	526.994	2914.191	1301.294	1164.543
2006/7/17	1366.624	1663.673	1476.07	519.943	2894.287	1288.269	1162.856
2006/7/18	1366.317	1652.93	1468.445	517.22	2804.189	1287.543	1164.886
2006/7/19	1387.179	1703.176	1517.702	531.268	2815.123	1319.388	1186.91
2006/7/20	1366.096	1720.833	1529.735	533.493	2923.11	1326.66	1175.858
2006/7/21	1355.462	1708.653	1507.365	531.792	2916.55	1320.672	1166.66
2006/7/24	1374.269	1733.049	1535.243	537.331	2899.714	1339.894	1186.278
2006/7/25	1392.94	1739.36	1533.433	534.984	2938.82	1341.209	1194.714
2006/7/26	1408.296	1743.013	1536.73	536.453	2913.383	1346.445	1194.15
2006/7/27	1402.384	1778.76	1571.91	546.27	2991.781	1371.195	1188.534
2006/7/28	1413.489	1792.542	1587.716	551.063	3047.961	1381.579	1203.351
2006/7/31	1411.323	1785.922	1580.941	549.483	3075.62	1372.845	1202.076
2006/8/1	1414.879	1762.106	1556.138	543.834	3047.261	1362.9	1196.229
2006/8/2	1436.604	1796.171	1588.013	553.129	3065.801	1382.487	1203.548
2006/8/3	1431.496	1778.776	1574.586	548.322	3055.652	1368.749	1205.341
2006/8/4	1427.628	1810.187	1610.884	559.031	3081.577	1396.748	1204.267
2006/8/7	1438.147	1776.806	1579.628	552.057	2999.656	1382.002	1200.968
2006/8/8	1446.413	1776.275	1583.976	552.938	3044.274	1378.218	1196.341
2006/8/9	1447.957	1801.072	1602.547	558.41	3073.298	1388.829	1190.8
2006/8/10	1435.294	1767.883	1570.197	550.35	3072.656	1367.415	1196.219
2006/8/11	1440.541	1769.577	1569.415	549.83	3044.808	1369.604	1191.084
2006/8/14	1421.993	1787.795	1584.172	552.362	3078.865	1377.769	1192.541
2006/8/15	1439.293	1816.986	1612.9	554.182	3097.134	1387.088	1209.342
2006/8/16	1453.826	1836.473	1632.179	563.213	3151.736	1390.974	1219.353
2006/8/17	1456.616	1842.703	1640.141	566.174	3163.138	1387.605	1221.296
2006/8/18	1445.915	1832.246	1630.202	565.473	3175.498	1378.953	1225.848
2006/8/21	1466.789	1836.079	1635.85	568.156	3137.078	1394.365	1221.09
2006/8/22	1478.116	1830.584	1628.137	565.783	3157.009	1385.305	1222.159
2006/8/23	1487.947	1813.755	1614.216	560.703	3152.358	1379.181	1216.343
2006/8/24	1473.319	1824.731	1623.893	567.91	3123.293	1379.629	1219.271
2006/8/25	1472.512	1818.631	1617.609	566.366	3090.585	1377.725	1218.365
2006/8/28	1477.159	1837.703	1634.905	569.135	3058.951	1385.76	1224.902
2006/8/29	1463.437	1835.819	1628.452	567.467	3096.468	1385.206	1227.53
2006/8/30	1465.342	1855.565	1644.756	574.063	3085.326	1404.23	1228.025
2006/8/31	1465.671	1844.734	1638.361	572.203	3121.392	1396.462	1228.159
2006/9/1	1480.521	1853.791	1643.85	575.661	3119.006	1407.422	1234.918
2006/9/4	1479.718	1869.793	1661.551	579.435	3187.554	1417.036	1234.918
2006/9/5	1478.004	1850.435	1646.988	575.55	3185.376	1406.848	1237.325
2006/9/6	1459.667	1828.184	1625.813	570.381	3153.778	1386.107	1224.675
2006/9/7	1440.259	1799.922	1606.837	565.498	3100.527	1364.229	1218.954
2006/9/8	1423.45	1796.137	1604.542	565.23	3104.988	1363.003	1223.433
2006/9/11	1393.16	1792.674	1607.515	564.137	3033.847	1354.757	1223.751
2006/9/12	1401.625	1816.142	1627.887	567.373	3014.038	1374.662	1236.894
2006/9/13	1409.372	1819.01	1635.945	567.094	3017.5	1374.121	1241.734
2006/9/14	1398.904	1825.084	1645.445	569.076	3052.537	1383.164	1239.695
2006/9/15	1394.462	1819.08	1640.727	563.472	3038.246	1374.378	1242.961
2006/9/18	1413.631	1825.208	1643.086	564.883	3027.432	1375.695	1244.199
2006/9/19	1400.98	1817.931	1630.687	561.99	3045.295	1370.284	1241.313
2006/9/20	1386.586	1843.761	1652.241	567.665	3000.82	1379.742	1247.626
2006/9/21	1392.362	1852.167	1656.321	571.254	3033.629	1392.276	1240.751
2006/9/22	1390.082	1841.656	1645.662	569.247	3011.553	1379.811	1237.466
2006/9/25	1394.297	1832.936	1642.604	565.999	2998.243	1371.998	1248.457
2006/9/26	1402.45	1849.835	1650.648	567.434	2966.314	1386.242	1257.909
2006/9/27	1419.669	1862.996	1663.278	570.421	3037.566	1394.576	1258.631
2006/9/28	1431.783	1863.555	1661.318	571.143	3047.096	1393.216	1261.145
2006/9/29	1419.267	1860.637	1663.04	571.37	3057.401	1387.561	1257.932
2006/10/2	1421.68	1869.219	1672.694	574.369	3094.046	1399.261	1253.462
2006/10/3	1384.491	1859.018	1668.481	573.612	3076.484	1397.422	1255.774
2006/10/4	1387.926	1863.158	1677.587	575.618	3046.663	1401.185	1271.108
2006/10/5	1404.115	1875.268	1686.417	579.292	3116.417	1404.818	1274.719
2006/10/6	1395.414	1857.834	1674.575	574.552	3088.145	1399.15	1270.938
2006/10/9	1401.57	1859.944	1677.353	577.055	3083.997	1401.011	1272.638
2006/10/10	1398.507	1859.592	1678.194	578.061	3075.737	1403.278	1275.535
2006/10/11	1372.912	1862.161	1680.273	582.114	3058.405	1404.733	1272.055
2006/10/12	1387.798	1875.967	1689.8	583.237	3045.956	1415.986	1284.265
2006/10/13	1408.873	1866.757	1686.4	579.454	3062.647	1422.982	1287.222
2006/10/16	1427.944	1873.562	1692.146	580.95	3110.951	1430.227	1290.864
2006/10/17	1418.35	1856.718	1675.545	575.318	3109.946	1421.916	1285.735
2006/10/18	1418.096	1873.822	1690.073	579.104	3101.164	1430.131	1287.498
2006/10/19	1432.45	1886.257	1699.384	581.976	3110.875	1437.821	1288.711
2006/10/20	1441.656	1893.222	1708.385	582.552	3117.911	1441.643	1289.549
2006/10/23	1449.927	1898.002	1712.35	578.732	3131.875	1437.087	1297.56
2006/10/24	1456.463	1896.389	1713.05	577.656	3135.806	1441.346	1297.652
2006/10/25	1479.888	1908.885	1723.259	581.43	3127.56	1452.63	1302.37
2006/10/26	1475.497	1925.908	1739.483	583.324	3164.315	1454.329	1310.27
2006/10/27	1477.752	1920.534	1741.078	586.417	3164.189	1454.897	1299.126
2006/10/30	1473.071	1906.996	1736.98	587.44	3109.419	1451.139	1299.587
2006/10/31	1486.076	1910.637	1746.344	592.258	3110.494	1455.772	1299.627
2006/11/1	1452.604	1919.851	1753.513	595.683	3124.576	1459.417	1289.677
2006/11/2	1460.492	1898.234	1735.059	592.723	3115.029	1459.116	1289.135
2006/11/3	1479.558	1899.13	1731.495	593.095	3089.7	1453.704	1286.442
2006/11/6	1489.254	1923.182	1757.518	599.039	3078.563	1468.385	1301.032
2006/11/7	1489.17	1949.363	1779.284	604.965	3105.287	1483.461	1303.733
2006/11/8	1498.491	1943.606	1770.173	603.535	3060.361	1477.205	1306.971
2006/11/9	1500.298	1954.621	1777.007	603.458	3035.315	1472.248	1300.149
2006/11/10	1492.57	1964.593	1786.58	609.19	3041.931	1477.961	1302.582
2006/11/13	1484.133	1971.696	1790.25	608.394	3005.129	1468.806	1305.679
2006/11/14	1479.796	1965.973	1787.254	607.091	3065.742	1460.146	1314.207
2006/11/15	1492.996	1977.591	1797.574	611.714	3048.531	1465.852	1317.603
2006/11/16	1484.624	1976.813	1801.321	611.468	3027.852	1472.715	1320.392
2006/11/17	1480.76	1956.823	1794.639	610.49	3023.981	1462.243	1321.687
2006/11/20	1480.575	1960.454	1802.782	610.326	2938.156	1466.975	1321.414
2006/11/21	1503.01	1963.679	1807.384	611.417	2945.526	1468.579	1323.644
2006/11/22	1506.506	1979.514	1827.671	617.122	3013.527	1469.162	1327.055
2006/11/23	1517.639	1972.488	1829.764	617.973	3025.723	1465.451	1327.055
2006/11/24	1524.938	1981.979	1832.221	621.216	3003.442	1473.515	1322.513
2006/11/27	1516.991	1955.589	1803.546	613.638	3024.31	1460.613	1304.078
2006/11/28	1514.316	1956.876	1802.458	616.197	3021.261	1463.148	1308.493
2006/11/29	1523.308	1985.845	1828.177	623.215	3072.55	1479.665	1320.914
2006/11/30	1526.191	1982.062	1826.607	623.31	3131.902	1484.853	1322.19
2006/12/1	1525.481	1965.774	1818.55	621.434	3147.811	1488.447	1319.039
2006/12/4	1534.715	1979.719	1832.392	624.181	3145.099	1493.854	1330.576
2006/12/5	1544.764	2000.242	1850.941	626.76	3139.013	1497.287	1335.662
2006/12/6	1538.726	1998.06	1852.565	628.263	3176.762	1497.816	1333.835
2006/12/7	1537.642	2006.672	1862.332	629.998	3185.607	1503.503	1328.319
2006/12/8	1537.612	2011.648	1869.099	630.786	3164.627	1510.807	1330.402
2006/12/11	1533.435	2012.47	1867.301	629.225	3144.924	1503.158	1333.312
2006/12/12	1524.337	2016.014	1872.243	630.418	3161.883	1511.52	1331.666
2006/12/13	1528.75	2029.911	1882.963	631.872	3161.905	1520.939	1333.023
2006/12/14	1538.813	2035.149	1885.057	629.529	3178.713	1525.813	1344.186
2006/12/15	1515.786	2034.008	1884.279	629.729	3188.22	1524.699	1345.379
2006/12/18	1506.919	2027.602	1884.131	628.203	3192.819	1517.238	1340.503
2006/12/19	1508.303	2025.657	1885.537	631.167	3155.281	1520.698	1343.249
2006/12/20	1519.677	2040.09	1897.356	632.429	3191.133	1521.631	1341.472
2006/12/21	1504.062	2035.75	1891.741	630.877	3200.986	1515.765	1336.445
2006/12/22	1495.865	2014.366	1870.994	624.093	3196.595	1516.241	1329.523
2006/12/25	1495.865	2014.366	1870.994	624.093	3185.256	1516.241	1329.523
2006/12/26	1492.577	2011.227	1868.079	623.12	3194.597	1513.766	1334.964
2006/12/27	1509.844	2040.278	1895.841	630.894	3210.694	1525.416	1344.277
2006/12/28	1517.819	2041.533	1899.427	633.049	3207.845	1528.461	1342.206
2006/12/29	1512.942	2051.593	1902.101	635.999	3208.285	1521.541	1336.295
2007/1/1	1512.942	2051.593	1902.101	635.999	3208.285	1521.541	1336.295
2007/1/2	1513.691	2093.475	1939.899	647.626	3217.195	1555.808	1336.295
2007/1/3	1482.268	2078.867	1931.292	644.575	3202.641	1542.382	1335.077
2007/1/4	1458.377	2048.915	1910.501	636.696	3240.027	1528.808	1337.39
2007/1/5	1448.201	2015.245	1874.393	628.431	3206.362	1499.698	1329.046
2007/1/8	1455.88	2017.714	1881.6	627.353	3210.148	1499.123	1331.845
2007/1/9	1442.851	2021.005	1882.09	628.379	3218.794	1504.187	1331.698
2007/1/10	1441.572	2001.345	1860.056	621.473	3155.843	1490.982	1335.2
2007/1/11	1448.709	2031.682	1885.481	627.553	3121.537	1511.957	1344.477
2007/1/12	1477.005	2040.911	1896.425	632.077	3177.407	1528.723	1351.073
2007/1/15	1489.378	2045.841	1904.55	635.55	3208.037	1540.046	1351.073
2007/1/16	1477.736	2031.057	1899.72	632.917	3199.615	1524.691	1352.523
